discount_id,customer_id,discount_type,discount_percentage,start_date,end_date,is_active,created_at
283,EH-13990,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
284,JE-15475,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
285,GH-14425,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
286,CH-12070,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
287,CS-12460,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
288,SL-20155,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
289,MA-17560,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
290,TC-21475,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
291,AW-10930,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
292,LH-16900,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
293,JE-15715,Promotional,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
294,CS-12355,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
295,TB-21520,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
296,SF-20965,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
297,MN-17935,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
298,BE-11455,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
299,EB-13870,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
300,RD-19480,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
301,VB-21745,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
302,FM-14380,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
303,SA-20830,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
304,CC-12475,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
305,ML-17410,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
306,AG-10765,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
307,PL-18925,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
308,SH-19975,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
309,RS-19870,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
310,JG-15160,Promotional,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
311,LH-16750,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
312,CK-12205,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
313,HG-14965,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
314,BS-11590,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
315,TB-21250,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
316,LA-16780,Festival,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
317,RB-19435,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
318,KM-16720,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
319,BD-11560,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
320,DH-13675,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
321,JM-15865,Seasonal,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
322,KB-16600,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
323,SS-20140,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
324,PT-19090,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
325,GT-14635,Loyalty,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
326,DF-13135,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
327,AJ-10795,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
328,LR-16915,Coupon,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
329,IL-15100,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
330,CC-12145,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
331,IM-15055,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
332,AG-10330,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
333,NH-18610,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
334,CP-12340,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
335,CD-12790,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
336,KL-16555,Coupon,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
337,AA-10315,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
338,JM-15265,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
339,JL-15505,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
340,JK-15640,Coupon,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
341,SS-20410,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
342,RD-19660,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
343,ML-18040,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
344,JD-16060,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
345,KA-16525,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
346,DP-13165,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
347,JO-15280,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
348,JB-15925,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
349,NC-18535,Coupon,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
350,JS-16030,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
351,BD-11635,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
352,CA-11965,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
353,EJ-14155,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
354,TN-21040,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
355,RC-19825,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
356,BN-11515,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
357,BO-11425,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
358,RB-19465,Promotional,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
359,SC-20230,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
360,KB-16585,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
361,EB-14170,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
362,CM-12190,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
363,JW-15955,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
364,PC-18745,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
365,TH-21235,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
366,RR-19315,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
367,JS-15940,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
368,MT-17815,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
369,ML-18265,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
370,JW-16075,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
371,MC-17845,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
372,DG-13300,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
373,SF-20200,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
374,PF-19120,Festival,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
375,HL-15040,Seasonal,20.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
376,EM-13960,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
377,SC-20305,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
378,BB-10990,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
379,PS-19045,Promotional,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
380,SD-20485,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
381,MH-17620,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
382,RB-19570,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
383,DD-13570,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
384,MS-17830,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
385,DN-13690,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
386,EH-14185,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
387,AH-10075,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
388,LP-17095,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
389,PB-19150,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
390,SK-19990,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
391,MJ-17740,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
392,MG-17695,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
393,TW-21025,Promotional,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
394,EG-13900,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
395,VP-21730,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
396,RP-19390,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
397,DB-13405,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
398,NS-18505,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
399,JL-15130,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
400,DL-13330,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
401,AJ-10960,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
402,SN-20710,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
403,NM-18445,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
404,RE-19450,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
405,BS-11800,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
406,CS-11845,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
407,BP-11290,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
408,SM-20905,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
409,JD-16015,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
410,CS-12505,Promotional,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
411,AG-10270,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
412,BW-11110,Coupon,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
413,EC-14050,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
414,MC-17575,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
415,GM-14455,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
416,BF-11170,Coupon,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
417,CR-12730,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
418,LS-16945,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
419,KH-16630,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
420,HW-14935,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
421,CM-12115,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
422,PW-19030,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
423,EP-13915,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
424,GP-14740,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
425,LS-16975,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
426,TB-21280,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
427,AR-10510,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
428,KT-16480,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
429,JF-15295,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
430,Co-12640,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
431,AG-10675,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
432,TM-21490,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
433,CV-12295,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
434,EJ-13720,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
435,VT-21700,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
436,EM-14065,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
437,DW-13480,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
438,GA-14515,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
439,SP-20860,Promotional,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
440,AS-10135,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
441,AS-10240,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
442,CM-12385,Coupon,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
443,CK-12595,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
444,HZ-14950,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
445,SB-20185,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
446,HH-15010,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
447,ND-18370,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
448,KS-16300,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
449,JC-15775,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
450,TT-21070,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
451,JE-15610,Loyalty,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
452,PP-18955,Seasonal,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
453,NP-18700,Seasonal,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
454,SE-20110,Seasonal,20.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
455,JE-15745,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
456,TS-21205,Coupon,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
457,CS-12490,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
458,PV-18985,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
459,LH-17155,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
460,JP-16135,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
461,MZ-17515,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
462,CD-11980,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
463,NB-18655,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
464,DK-13225,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
465,JK-15325,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
466,MM-17920,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
467,TS-21160,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
468,JH-15910,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
469,CR-12820,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
470,CC-12550,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
471,DV-13465,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
472,JC-15340,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
473,KM-16225,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
474,RH-19555,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
475,NC-18340,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
476,MY-17380,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
477,SZ-20035,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
478,YC-21895,Promotional,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
479,SG-20470,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
480,KH-16330,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
481,JW-15220,Festival,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
482,CA-12055,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
483,MV-17485,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
484,TB-21595,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
485,NZ-18565,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
486,NG-18355,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
487,JJ-15445,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
488,JG-15115,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
489,PG-18895,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
490,PO-18865,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
491,BC-11125,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
492,BF-11215,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
493,NM-18520,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
494,KC-16675,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
495,CC-12100,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
496,SO-20335,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
497,FM-14215,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
498,CA-12310,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
499,JD-15790,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
500,FH-14275,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
501,BD-11620,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
502,SS-20875,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
503,RA-19285,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
504,TT-21460,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
505,GT-14710,Promotional,20.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
506,CJ-12010,Festival,20.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
507,EB-14110,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
508,RF-19735,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
509,BD-11500,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
510,JF-15565,Coupon,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
511,SW-20275,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
512,RW-19690,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
513,LP-17080,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
514,CT-11995,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
515,AB-10255,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
516,RF-19840,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
517,DB-13120,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
518,RD-19930,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
519,SC-20380,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
520,DJ-13630,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
521,AT-10435,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
522,SC-20050,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
523,JL-15835,Coupon,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
524,FC-14335,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
525,AR-10405,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
526,KL-16645,Loyalty,20.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
527,RP-19270,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
528,MC-18130,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
529,CP-12085,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
530,ST-20530,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
531,CY-12745,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
532,CS-12175,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
533,LC-17050,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
534,SC-20440,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
535,DA-13450,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
536,FM-14290,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
537,BP-11185,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
538,AH-10210,Promotional,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
539,BS-11365,Festival,20.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
540,SV-20785,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
541,BE-11410,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
542,AM-10360,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
543,TB-21355,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
544,AF-10885,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
545,MW-18220,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
546,SF-20065,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
547,MH-17440,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
548,AP-10720,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
549,PM-19135,Coupon,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
550,JL-15175,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
551,SC-20575,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
552,BF-11080,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
553,SW-20245,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
554,MC-17635,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
555,AC-10450,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
556,KM-16375,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
557,JB-16000,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
558,TT-21265,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
559,JK-15625,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
560,RM-19375,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
561,HA-14920,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
562,SV-20935,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
563,KH-16510,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
564,VS-21820,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
565,JM-15655,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
