inventory_id,product_id,supplier_id,warehouse_name,warehouse_location,stock_quantity,reorder_level,stock_status,last_restock_date,last_updated
444,OFF-AP-10003099,2,Office Supply Warehouse,Chicago,354,52,In Stock,2026-06-17,2026-08-06 01:40:20.449387
445,OFF-AP-10003217,3,Office Supply Warehouse,Chicago,263,43,In Stock,2026-06-23,2026-08-06 01:40:20.449387
446,OFF-AP-10003266,4,Office Supply Warehouse,Chicago,421,54,In Stock,2026-07-19,2026-08-06 01:40:20.449387
447,OFF-AP-10003278,5,Office Supply Warehouse,Chicago,484,67,In Stock,2026-07-10,2026-08-06 01:40:20.449387
448,OFF-AP-10003281,6,Office Supply Warehouse,Chicago,492,64,In Stock,2026-06-28,2026-08-06 01:40:20.449387
449,OFF-AP-10003287,7,Office Supply Warehouse,Chicago,82,49,In Stock,2026-06-08,2026-08-06 01:40:20.449387
450,OFF-AP-10003590,8,Office Supply Warehouse,Chicago,222,31,In Stock,2026-06-11,2026-08-06 01:40:20.449387
451,OFF-AP-10003622,9,Office Supply Warehouse,Chicago,250,66,In Stock,2026-07-29,2026-08-06 01:40:20.449387
452,OFF-AP-10003779,10,Office Supply Warehouse,Chicago,212,52,In Stock,2026-06-29,2026-08-06 01:40:20.449387
453,OFF-AP-10003842,11,Office Supply Warehouse,Chicago,280,33,In Stock,2026-07-23,2026-08-06 01:40:20.449387
454,OFF-AP-10003849,12,Office Supply Warehouse,Chicago,209,20,In Stock,2026-07-26,2026-08-06 01:40:20.449387
455,OFF-AP-10003860,13,Office Supply Warehouse,Chicago,377,52,In Stock,2026-07-06,2026-08-06 01:40:20.449387
456,OFF-AP-10003884,14,Office Supply Warehouse,Chicago,410,28,In Stock,2026-07-13,2026-08-06 01:40:20.449387
457,OFF-AP-10003914,15,Office Supply Warehouse,Chicago,366,71,In Stock,2026-07-29,2026-08-06 01:40:20.449387
458,OFF-AP-10003971,16,Office Supply Warehouse,Chicago,139,37,In Stock,2026-06-09,2026-08-06 01:40:20.449387
459,OFF-AP-10004036,17,Office Supply Warehouse,Chicago,328,75,In Stock,2026-08-05,2026-08-06 01:40:20.449387
460,OFF-AP-10004052,1,Office Supply Warehouse,Chicago,148,36,In Stock,2026-07-27,2026-08-06 01:40:20.449387
461,OFF-AP-10004136,2,Office Supply Warehouse,Chicago,441,54,In Stock,2026-06-23,2026-08-06 01:40:20.449387
462,OFF-AP-10004233,3,Office Supply Warehouse,Chicago,429,38,In Stock,2026-07-08,2026-08-06 01:40:20.449387
463,OFF-AP-10004249,4,Office Supply Warehouse,Chicago,52,39,In Stock,2026-07-10,2026-08-06 01:40:20.449387
464,OFF-AP-10004336,5,Office Supply Warehouse,Chicago,490,79,In Stock,2026-07-10,2026-08-06 01:40:20.449387
465,OFF-AP-10004487,6,Office Supply Warehouse,Chicago,106,42,In Stock,2026-06-30,2026-08-06 01:40:20.449387
466,OFF-AP-10004532,7,Office Supply Warehouse,Chicago,376,74,In Stock,2026-07-19,2026-08-06 01:40:20.449387
467,OFF-AP-10004540,8,Office Supply Warehouse,Chicago,302,35,In Stock,2026-06-26,2026-08-06 01:40:20.449387
468,OFF-AP-10004655,9,Office Supply Warehouse,Chicago,92,70,In Stock,2026-07-22,2026-08-06 01:40:20.449387
469,OFF-AP-10004708,10,Office Supply Warehouse,Chicago,52,61,Low Stock,2026-08-04,2026-08-06 01:40:20.449387
470,OFF-AP-10004785,11,Office Supply Warehouse,Chicago,445,72,In Stock,2026-07-25,2026-08-06 01:40:20.449387
471,OFF-AP-10004859,12,Office Supply Warehouse,Chicago,374,73,In Stock,2026-06-21,2026-08-06 01:40:20.449387
472,OFF-AP-10004868,13,Office Supply Warehouse,Chicago,204,50,In Stock,2026-08-03,2026-08-06 01:40:20.449387
473,OFF-AP-10004980,14,Office Supply Warehouse,Chicago,373,58,In Stock,2026-06-21,2026-08-06 01:40:20.449387
474,OFF-AR-10000034,15,Office Supply Warehouse,Chicago,456,45,In Stock,2026-06-13,2026-08-06 01:40:20.449387
475,OFF-AR-10000122,16,Office Supply Warehouse,Chicago,316,49,In Stock,2026-07-02,2026-08-06 01:40:20.449387
476,OFF-AR-10000127,17,Office Supply Warehouse,Chicago,435,44,In Stock,2026-07-10,2026-08-06 01:40:20.449387
477,OFF-AR-10000203,1,Office Supply Warehouse,Chicago,462,54,In Stock,2026-07-10,2026-08-06 01:40:20.449387
478,OFF-AR-10000246,2,Office Supply Warehouse,Chicago,83,34,In Stock,2026-06-28,2026-08-06 01:40:20.449387
479,OFF-AR-10000255,3,Office Supply Warehouse,Chicago,192,77,In Stock,2026-07-10,2026-08-06 01:40:20.449387
480,OFF-AR-10000315,4,Office Supply Warehouse,Chicago,82,69,In Stock,2026-07-01,2026-08-06 01:40:20.449387
481,OFF-AR-10000369,5,Office Supply Warehouse,Chicago,108,45,In Stock,2026-07-29,2026-08-06 01:40:20.449387
482,OFF-AR-10000380,6,Office Supply Warehouse,Chicago,415,45,In Stock,2026-07-09,2026-08-06 01:40:20.449387
483,OFF-AR-10000390,7,Office Supply Warehouse,Chicago,151,59,In Stock,2026-07-02,2026-08-06 01:40:20.449387
484,OFF-AR-10000411,8,Office Supply Warehouse,Chicago,352,21,In Stock,2026-07-14,2026-08-06 01:40:20.449387
485,OFF-AR-10000422,9,Office Supply Warehouse,Chicago,439,46,In Stock,2026-06-12,2026-08-06 01:40:20.449387
486,OFF-AR-10000462,10,Office Supply Warehouse,Chicago,129,22,In Stock,2026-06-28,2026-08-06 01:40:20.449387
487,OFF-AR-10000475,11,Office Supply Warehouse,Chicago,457,65,In Stock,2026-07-04,2026-08-06 01:40:20.449387
488,OFF-AR-10000538,12,Office Supply Warehouse,Chicago,373,77,In Stock,2026-07-11,2026-08-06 01:40:20.449387
489,OFF-AR-10000588,13,Office Supply Warehouse,Chicago,61,72,Low Stock,2026-07-28,2026-08-06 01:40:20.449387
490,OFF-AR-10000614,14,Office Supply Warehouse,Chicago,275,29,In Stock,2026-06-18,2026-08-06 01:40:20.449387
491,OFF-AR-10000634,15,Office Supply Warehouse,Chicago,190,67,In Stock,2026-06-12,2026-08-06 01:40:20.449387
492,OFF-AR-10000657,16,Office Supply Warehouse,Chicago,164,22,In Stock,2026-07-30,2026-08-06 01:40:20.449387
493,OFF-AR-10000658,17,Office Supply Warehouse,Chicago,347,71,In Stock,2026-07-12,2026-08-06 01:40:20.449387
494,OFF-AR-10000716,1,Office Supply Warehouse,Chicago,393,65,In Stock,2026-07-22,2026-08-06 01:40:20.449387
495,OFF-AR-10000799,2,Office Supply Warehouse,Chicago,354,54,In Stock,2026-06-20,2026-08-06 01:40:20.449387
496,OFF-AR-10000817,3,Office Supply Warehouse,Chicago,111,51,In Stock,2026-07-19,2026-08-06 01:40:20.449387
497,OFF-AR-10000823,4,Office Supply Warehouse,Chicago,368,62,In Stock,2026-06-23,2026-08-06 01:40:20.449387
498,OFF-AR-10000896,5,Office Supply Warehouse,Chicago,298,65,In Stock,2026-07-02,2026-08-06 01:40:20.449387
499,OFF-AR-10000914,6,Office Supply Warehouse,Chicago,382,73,In Stock,2026-06-24,2026-08-06 01:40:20.449387
500,OFF-AR-10000937,7,Office Supply Warehouse,Chicago,62,27,In Stock,2026-06-09,2026-08-06 01:40:20.449387
501,OFF-AR-10000940,8,Office Supply Warehouse,Chicago,381,55,In Stock,2026-07-15,2026-08-06 01:40:20.449387
502,OFF-AR-10001022,9,Office Supply Warehouse,Chicago,442,63,In Stock,2026-06-25,2026-08-06 01:40:20.449387
503,OFF-AR-10001026,10,Office Supply Warehouse,Chicago,459,47,In Stock,2026-07-01,2026-08-06 01:40:20.449387
504,OFF-AR-10001044,11,Office Supply Warehouse,Chicago,204,27,In Stock,2026-07-14,2026-08-06 01:40:20.449387
505,OFF-AR-10001118,12,Office Supply Warehouse,Chicago,406,55,In Stock,2026-06-19,2026-08-06 01:40:20.449387
506,OFF-AR-10001130,13,Office Supply Warehouse,Chicago,141,78,In Stock,2026-07-03,2026-08-06 01:40:20.449387
507,OFF-AR-10001149,14,Office Supply Warehouse,Chicago,138,57,In Stock,2026-06-18,2026-08-06 01:40:20.449387
508,OFF-AR-10001166,15,Office Supply Warehouse,Chicago,460,35,In Stock,2026-07-19,2026-08-06 01:40:20.449387
509,OFF-AR-10001177,16,Office Supply Warehouse,Chicago,314,53,In Stock,2026-07-30,2026-08-06 01:40:20.449387
510,OFF-AR-10001216,17,Office Supply Warehouse,Chicago,445,58,In Stock,2026-08-02,2026-08-06 01:40:20.449387
511,OFF-AR-10001221,1,Office Supply Warehouse,Chicago,99,76,In Stock,2026-07-15,2026-08-06 01:40:20.449387
512,OFF-AR-10001227,2,Office Supply Warehouse,Chicago,344,62,In Stock,2026-06-21,2026-08-06 01:40:20.449387
513,OFF-AR-10001231,3,Office Supply Warehouse,Chicago,338,38,In Stock,2026-08-03,2026-08-06 01:40:20.449387
514,OFF-AR-10001246,4,Office Supply Warehouse,Chicago,169,72,In Stock,2026-06-27,2026-08-06 01:40:20.449387
515,OFF-AR-10001315,5,Office Supply Warehouse,Chicago,305,71,In Stock,2026-08-03,2026-08-06 01:40:20.449387
516,OFF-AR-10001374,6,Office Supply Warehouse,Chicago,356,29,In Stock,2026-06-11,2026-08-06 01:40:20.449387
517,OFF-AR-10001419,7,Office Supply Warehouse,Chicago,159,48,In Stock,2026-06-26,2026-08-06 01:40:20.449387
518,OFF-AR-10001427,8,Office Supply Warehouse,Chicago,390,58,In Stock,2026-06-14,2026-08-06 01:40:20.449387
519,OFF-AR-10001446,9,Office Supply Warehouse,Chicago,273,33,In Stock,2026-07-01,2026-08-06 01:40:20.449387
520,OFF-AR-10001468,10,Office Supply Warehouse,Chicago,249,21,In Stock,2026-06-25,2026-08-06 01:40:20.449387
521,OFF-AR-10001473,11,Office Supply Warehouse,Chicago,399,36,In Stock,2026-08-06,2026-08-06 01:40:20.449387
522,OFF-AR-10001545,12,Office Supply Warehouse,Chicago,387,31,In Stock,2026-08-02,2026-08-06 01:40:20.449387
523,OFF-AR-10001547,13,Office Supply Warehouse,Chicago,358,21,In Stock,2026-07-23,2026-08-06 01:40:20.449387
524,OFF-AR-10001573,14,Office Supply Warehouse,Chicago,142,46,In Stock,2026-06-25,2026-08-06 01:40:20.449387
525,OFF-AR-10001615,15,Office Supply Warehouse,Chicago,306,36,In Stock,2026-07-26,2026-08-06 01:40:20.449387
526,OFF-AR-10001662,16,Office Supply Warehouse,Chicago,115,39,In Stock,2026-06-30,2026-08-06 01:40:20.449387
527,OFF-AR-10001683,17,Office Supply Warehouse,Chicago,100,21,In Stock,2026-06-30,2026-08-06 01:40:20.449387
528,OFF-AR-10001725,1,Office Supply Warehouse,Chicago,261,35,In Stock,2026-07-15,2026-08-06 01:40:20.449387
529,OFF-AR-10001761,2,Office Supply Warehouse,Chicago,403,78,In Stock,2026-07-12,2026-08-06 01:40:20.449387
530,OFF-AR-10001770,3,Office Supply Warehouse,Chicago,285,23,In Stock,2026-06-25,2026-08-06 01:40:20.449387
531,OFF-AR-10001860,4,Office Supply Warehouse,Chicago,157,30,In Stock,2026-06-18,2026-08-06 01:40:20.449387
532,OFF-AR-10001868,5,Office Supply Warehouse,Chicago,363,36,In Stock,2026-07-03,2026-08-06 01:40:20.449387
533,OFF-AR-10001897,6,Office Supply Warehouse,Chicago,334,35,In Stock,2026-06-23,2026-08-06 01:40:20.449387
534,OFF-AR-10001915,7,Office Supply Warehouse,Chicago,418,28,In Stock,2026-07-21,2026-08-06 01:40:20.449387
535,OFF-AR-10001919,8,Office Supply Warehouse,Chicago,445,31,In Stock,2026-07-14,2026-08-06 01:40:20.449387
536,OFF-AR-10001940,9,Office Supply Warehouse,Chicago,367,52,In Stock,2026-07-30,2026-08-06 01:40:20.449387
537,OFF-AR-10001953,10,Office Supply Warehouse,Chicago,465,65,In Stock,2026-06-27,2026-08-06 01:40:20.449387
538,OFF-AR-10001954,11,Office Supply Warehouse,Chicago,134,41,In Stock,2026-07-03,2026-08-06 01:40:20.449387
539,OFF-AR-10001955,12,Office Supply Warehouse,Chicago,387,50,In Stock,2026-07-07,2026-08-06 01:40:20.449387
540,OFF-AR-10001958,13,Office Supply Warehouse,Chicago,453,49,In Stock,2026-07-03,2026-08-06 01:40:20.449387
541,OFF-AR-10001972,14,Office Supply Warehouse,Chicago,148,26,In Stock,2026-07-05,2026-08-06 01:40:20.449387
542,OFF-AR-10001988,15,Office Supply Warehouse,Chicago,186,75,In Stock,2026-06-20,2026-08-06 01:40:20.449387
543,OFF-AR-10002053,16,Office Supply Warehouse,Chicago,225,47,In Stock,2026-08-05,2026-08-06 01:40:20.449387
544,OFF-AR-10002067,17,Office Supply Warehouse,Chicago,293,35,In Stock,2026-08-06,2026-08-06 01:40:20.449387
545,OFF-AR-10002135,1,Office Supply Warehouse,Chicago,110,24,In Stock,2026-07-01,2026-08-06 01:40:20.449387
546,OFF-AR-10002221,2,Office Supply Warehouse,Chicago,88,56,In Stock,2026-07-01,2026-08-06 01:40:20.449387
547,OFF-AR-10002240,3,Office Supply Warehouse,Chicago,216,58,In Stock,2026-07-18,2026-08-06 01:40:20.449387
548,OFF-AR-10002255,4,Office Supply Warehouse,Chicago,195,54,In Stock,2026-06-09,2026-08-06 01:40:20.449387
549,OFF-AR-10002257,5,Office Supply Warehouse,Chicago,131,38,In Stock,2026-06-11,2026-08-06 01:40:20.449387
550,OFF-AR-10002280,6,Office Supply Warehouse,Chicago,283,61,In Stock,2026-07-13,2026-08-06 01:40:20.449387
551,OFF-AR-10002335,7,Office Supply Warehouse,Chicago,131,68,In Stock,2026-07-09,2026-08-06 01:40:20.449387
552,OFF-AR-10002375,8,Office Supply Warehouse,Chicago,475,41,In Stock,2026-07-08,2026-08-06 01:40:20.449387
553,OFF-AR-10002399,9,Office Supply Warehouse,Chicago,218,38,In Stock,2026-06-16,2026-08-06 01:40:20.449387
554,OFF-AR-10002445,10,Office Supply Warehouse,Chicago,352,75,In Stock,2026-07-15,2026-08-06 01:40:20.449387
555,OFF-AR-10002467,11,Office Supply Warehouse,Chicago,345,45,In Stock,2026-07-16,2026-08-06 01:40:20.449387
556,OFF-AR-10002578,12,Office Supply Warehouse,Chicago,486,56,In Stock,2026-07-14,2026-08-06 01:40:20.449387
557,OFF-AR-10002656,13,Office Supply Warehouse,Chicago,160,20,In Stock,2026-07-19,2026-08-06 01:40:20.449387
558,OFF-AR-10002671,14,Office Supply Warehouse,Chicago,341,66,In Stock,2026-07-20,2026-08-06 01:40:20.449387
559,OFF-AR-10002704,15,Office Supply Warehouse,Chicago,116,76,In Stock,2026-07-31,2026-08-06 01:40:20.449387
560,OFF-AR-10002766,16,Office Supply Warehouse,Chicago,418,35,In Stock,2026-06-29,2026-08-06 01:40:20.449387
561,OFF-AR-10002804,17,Office Supply Warehouse,Chicago,110,48,In Stock,2026-06-11,2026-08-06 01:40:20.449387
562,OFF-AR-10002818,1,Office Supply Warehouse,Chicago,148,78,In Stock,2026-07-22,2026-08-06 01:40:20.449387
563,OFF-AR-10002833,2,Office Supply Warehouse,Chicago,372,67,In Stock,2026-06-30,2026-08-06 01:40:20.449387
564,OFF-AR-10002952,3,Office Supply Warehouse,Chicago,191,66,In Stock,2026-06-16,2026-08-06 01:40:20.449387
565,OFF-AR-10002956,4,Office Supply Warehouse,Chicago,186,38,In Stock,2026-07-10,2026-08-06 01:40:20.449387
566,OFF-AR-10002987,5,Office Supply Warehouse,Chicago,86,66,In Stock,2026-07-16,2026-08-06 01:40:20.449387
567,OFF-AR-10003045,6,Office Supply Warehouse,Chicago,66,68,Low Stock,2026-07-02,2026-08-06 01:40:20.449387
568,OFF-AR-10003056,7,Office Supply Warehouse,Chicago,479,80,In Stock,2026-07-02,2026-08-06 01:40:20.449387
569,OFF-AR-10003087,8,Office Supply Warehouse,Chicago,301,73,In Stock,2026-06-30,2026-08-06 01:40:20.449387
570,OFF-AR-10003156,9,Office Supply Warehouse,Chicago,475,64,In Stock,2026-07-20,2026-08-06 01:40:20.449387
571,OFF-AR-10003158,10,Office Supply Warehouse,Chicago,318,42,In Stock,2026-07-16,2026-08-06 01:40:20.449387
572,OFF-AR-10003179,11,Office Supply Warehouse,Chicago,193,31,In Stock,2026-07-17,2026-08-06 01:40:20.449387
573,OFF-AR-10003183,12,Office Supply Warehouse,Chicago,312,64,In Stock,2026-07-27,2026-08-06 01:40:20.449387
574,OFF-AR-10003190,13,Office Supply Warehouse,Chicago,342,48,In Stock,2026-06-29,2026-08-06 01:40:20.449387
575,OFF-AR-10003217,14,Office Supply Warehouse,Chicago,324,21,In Stock,2026-07-08,2026-08-06 01:40:20.449387
576,OFF-AR-10003251,15,Office Supply Warehouse,Chicago,283,65,In Stock,2026-07-07,2026-08-06 01:40:20.449387
577,OFF-AR-10003338,16,Office Supply Warehouse,Chicago,70,40,In Stock,2026-06-22,2026-08-06 01:40:20.449387
578,OFF-AR-10003373,17,Office Supply Warehouse,Chicago,399,64,In Stock,2026-07-08,2026-08-06 01:40:20.449387
579,OFF-AR-10003394,1,Office Supply Warehouse,Chicago,333,60,In Stock,2026-06-20,2026-08-06 01:40:20.449387
580,OFF-AR-10003405,2,Office Supply Warehouse,Chicago,208,52,In Stock,2026-07-27,2026-08-06 01:40:20.449387
581,OFF-AR-10003469,3,Office Supply Warehouse,Chicago,382,65,In Stock,2026-06-19,2026-08-06 01:40:20.449387
582,OFF-AR-10003477,4,Office Supply Warehouse,Chicago,312,37,In Stock,2026-06-10,2026-08-06 01:40:20.449387
583,OFF-AR-10003478,5,Office Supply Warehouse,Chicago,150,65,In Stock,2026-07-10,2026-08-06 01:40:20.449387
584,OFF-AR-10003481,6,Office Supply Warehouse,Chicago,285,45,In Stock,2026-07-26,2026-08-06 01:40:20.449387
585,OFF-AR-10003504,7,Office Supply Warehouse,Chicago,366,46,In Stock,2026-06-13,2026-08-06 01:40:20.449387
586,OFF-AR-10003514,8,Office Supply Warehouse,Chicago,121,46,In Stock,2026-07-17,2026-08-06 01:40:20.449387
587,OFF-AR-10003560,9,Office Supply Warehouse,Chicago,136,68,In Stock,2026-07-18,2026-08-06 01:40:20.449387
588,OFF-AR-10003582,10,Office Supply Warehouse,Chicago,356,26,In Stock,2026-08-05,2026-08-06 01:40:20.449387
589,OFF-AR-10003602,11,Office Supply Warehouse,Chicago,276,50,In Stock,2026-06-16,2026-08-06 01:40:20.449387
590,OFF-AR-10003631,12,Office Supply Warehouse,Chicago,285,50,In Stock,2026-06-10,2026-08-06 01:40:20.449387
591,OFF-AR-10003651,13,Office Supply Warehouse,Chicago,124,49,In Stock,2026-06-18,2026-08-06 01:40:20.449387
592,OFF-AR-10003696,14,Office Supply Warehouse,Chicago,125,49,In Stock,2026-07-23,2026-08-06 01:40:20.449387
593,OFF-AR-10003723,15,Office Supply Warehouse,Chicago,237,43,In Stock,2026-06-30,2026-08-06 01:40:20.449387
594,OFF-AR-10003727,16,Office Supply Warehouse,Chicago,60,50,In Stock,2026-06-14,2026-08-06 01:40:20.449387
595,OFF-AR-10003732,17,Office Supply Warehouse,Chicago,307,49,In Stock,2026-07-07,2026-08-06 01:40:20.449387
596,OFF-AR-10003752,1,Office Supply Warehouse,Chicago,125,33,In Stock,2026-07-21,2026-08-06 01:40:20.449387
597,OFF-AR-10003759,2,Office Supply Warehouse,Chicago,85,51,In Stock,2026-07-24,2026-08-06 01:40:20.449387
598,OFF-AR-10003770,3,Office Supply Warehouse,Chicago,297,58,In Stock,2026-06-18,2026-08-06 01:40:20.449387
599,OFF-AR-10003772,4,Office Supply Warehouse,Chicago,321,67,In Stock,2026-07-17,2026-08-06 01:40:20.449387
600,OFF-AR-10003811,5,Office Supply Warehouse,Chicago,201,71,In Stock,2026-08-06,2026-08-06 01:40:20.449387
601,OFF-AR-10003829,6,Office Supply Warehouse,Chicago,419,32,In Stock,2026-07-29,2026-08-06 01:40:20.449387
602,OFF-AR-10003856,7,Office Supply Warehouse,Chicago,71,70,In Stock,2026-06-29,2026-08-06 01:40:20.449387
603,OFF-AR-10003876,8,Office Supply Warehouse,Chicago,209,46,In Stock,2026-07-05,2026-08-06 01:40:20.449387
604,OFF-AR-10003896,9,Office Supply Warehouse,Chicago,99,39,In Stock,2026-07-30,2026-08-06 01:40:20.449387
605,OFF-AR-10003903,10,Office Supply Warehouse,Chicago,124,72,In Stock,2026-07-22,2026-08-06 01:40:20.449387
606,OFF-AR-10003958,11,Office Supply Warehouse,Chicago,386,35,In Stock,2026-08-05,2026-08-06 01:40:20.449387
607,OFF-AR-10003986,12,Office Supply Warehouse,Chicago,412,29,In Stock,2026-06-29,2026-08-06 01:40:20.449387
608,OFF-AR-10004010,13,Office Supply Warehouse,Chicago,58,45,In Stock,2026-06-12,2026-08-06 01:40:20.449387
609,OFF-AR-10004022,14,Office Supply Warehouse,Chicago,89,46,In Stock,2026-07-28,2026-08-06 01:40:20.449387
610,OFF-AR-10004027,15,Office Supply Warehouse,Chicago,97,35,In Stock,2026-07-03,2026-08-06 01:40:20.449387
611,OFF-AR-10004042,16,Office Supply Warehouse,Chicago,446,47,In Stock,2026-08-03,2026-08-06 01:40:20.449387
612,OFF-AR-10004062,17,Office Supply Warehouse,Chicago,291,32,In Stock,2026-06-13,2026-08-06 01:40:20.449387
613,OFF-AR-10004078,1,Office Supply Warehouse,Chicago,220,75,In Stock,2026-07-09,2026-08-06 01:40:20.449387
614,OFF-AR-10004165,2,Office Supply Warehouse,Chicago,237,58,In Stock,2026-06-08,2026-08-06 01:40:20.449387
615,OFF-AR-10004260,3,Office Supply Warehouse,Chicago,482,60,In Stock,2026-06-27,2026-08-06 01:40:20.449387
616,OFF-AR-10004269,4,Office Supply Warehouse,Chicago,476,79,In Stock,2026-07-04,2026-08-06 01:40:20.449387
617,OFF-AR-10004272,5,Office Supply Warehouse,Chicago,295,58,In Stock,2026-06-26,2026-08-06 01:40:20.449387
618,OFF-AR-10004344,6,Office Supply Warehouse,Chicago,224,44,In Stock,2026-07-21,2026-08-06 01:40:20.449387
619,OFF-AR-10004441,7,Office Supply Warehouse,Chicago,135,37,In Stock,2026-07-19,2026-08-06 01:40:20.449387
620,OFF-AR-10004456,8,Office Supply Warehouse,Chicago,324,27,In Stock,2026-06-20,2026-08-06 01:40:20.449387
621,OFF-AR-10004511,9,Office Supply Warehouse,Chicago,69,62,In Stock,2026-06-11,2026-08-06 01:40:20.449387
622,OFF-AR-10004582,10,Office Supply Warehouse,Chicago,342,32,In Stock,2026-07-09,2026-08-06 01:40:20.449387
623,OFF-AR-10004587,11,Office Supply Warehouse,Chicago,333,74,In Stock,2026-06-25,2026-08-06 01:40:20.449387
624,OFF-AR-10004602,12,Office Supply Warehouse,Chicago,459,80,In Stock,2026-07-04,2026-08-06 01:40:20.449387
625,OFF-AR-10004648,13,Office Supply Warehouse,Chicago,76,46,In Stock,2026-08-03,2026-08-06 01:40:20.449387
626,OFF-AR-10004685,14,Office Supply Warehouse,Chicago,235,39,In Stock,2026-08-04,2026-08-06 01:40:20.449387
627,OFF-AR-10004691,15,Office Supply Warehouse,Chicago,99,38,In Stock,2026-07-12,2026-08-06 01:40:20.449387
628,OFF-AR-10004707,16,Office Supply Warehouse,Chicago,307,26,In Stock,2026-07-15,2026-08-06 01:40:20.449387
629,OFF-AR-10004752,17,Office Supply Warehouse,Chicago,349,33,In Stock,2026-07-05,2026-08-06 01:40:20.449387
630,OFF-AR-10004757,1,Office Supply Warehouse,Chicago,436,78,In Stock,2026-07-06,2026-08-06 01:40:20.449387
631,OFF-AR-10004790,2,Office Supply Warehouse,Chicago,338,38,In Stock,2026-07-20,2026-08-06 01:40:20.449387
632,OFF-AR-10004817,3,Office Supply Warehouse,Chicago,435,66,In Stock,2026-06-27,2026-08-06 01:40:20.449387
633,OFF-AR-10004930,4,Office Supply Warehouse,Chicago,134,80,In Stock,2026-07-26,2026-08-06 01:40:20.449387
634,OFF-AR-10004956,5,Office Supply Warehouse,Chicago,136,30,In Stock,2026-07-01,2026-08-06 01:40:20.449387
635,OFF-AR-10004974,6,Office Supply Warehouse,Chicago,438,57,In Stock,2026-06-26,2026-08-06 01:40:20.449387
636,OFF-AR-10004999,7,Office Supply Warehouse,Chicago,479,48,In Stock,2026-07-14,2026-08-06 01:40:20.449387
637,OFF-BI-10000014,8,Office Supply Warehouse,Chicago,96,67,In Stock,2026-06-25,2026-08-06 01:40:20.449387
638,OFF-BI-10000042,9,Office Supply Warehouse,Chicago,191,74,In Stock,2026-06-10,2026-08-06 01:40:20.449387
639,OFF-BI-10000050,10,Office Supply Warehouse,Chicago,386,22,In Stock,2026-06-15,2026-08-06 01:40:20.449387
640,OFF-BI-10000069,11,Office Supply Warehouse,Chicago,427,27,In Stock,2026-07-12,2026-08-06 01:40:20.449387
641,OFF-BI-10000088,12,Office Supply Warehouse,Chicago,453,36,In Stock,2026-07-30,2026-08-06 01:40:20.449387
642,OFF-BI-10000136,13,Office Supply Warehouse,Chicago,116,23,In Stock,2026-07-09,2026-08-06 01:40:20.449387
643,OFF-BI-10000138,14,Office Supply Warehouse,Chicago,152,34,In Stock,2026-06-09,2026-08-06 01:40:20.449387
644,OFF-BI-10000145,15,Office Supply Warehouse,Chicago,260,43,In Stock,2026-07-09,2026-08-06 01:40:20.449387
645,OFF-BI-10000174,16,Office Supply Warehouse,Chicago,325,63,In Stock,2026-08-04,2026-08-06 01:40:20.449387
646,OFF-BI-10000201,17,Office Supply Warehouse,Chicago,388,52,In Stock,2026-07-31,2026-08-06 01:40:20.449387
647,OFF-BI-10000216,1,Office Supply Warehouse,Chicago,175,74,In Stock,2026-07-23,2026-08-06 01:40:20.449387
648,OFF-BI-10000279,2,Office Supply Warehouse,Chicago,129,78,In Stock,2026-06-30,2026-08-06 01:40:20.449387
649,OFF-BI-10000285,3,Office Supply Warehouse,Chicago,353,36,In Stock,2026-07-08,2026-08-06 01:40:20.449387
650,OFF-BI-10000301,4,Office Supply Warehouse,Chicago,312,53,In Stock,2026-06-14,2026-08-06 01:40:20.449387
651,OFF-BI-10000309,5,Office Supply Warehouse,Chicago,253,75,In Stock,2026-06-12,2026-08-06 01:40:20.449387
652,OFF-BI-10000315,6,Office Supply Warehouse,Chicago,59,80,Low Stock,2026-07-14,2026-08-06 01:40:20.449387
653,OFF-BI-10000320,7,Office Supply Warehouse,Chicago,232,52,In Stock,2026-07-20,2026-08-06 01:40:20.449387
654,OFF-BI-10000343,8,Office Supply Warehouse,Chicago,330,43,In Stock,2026-06-28,2026-08-06 01:40:20.449387
655,OFF-BI-10000404,9,Office Supply Warehouse,Chicago,415,44,In Stock,2026-07-20,2026-08-06 01:40:20.449387
656,OFF-BI-10000474,10,Office Supply Warehouse,Chicago,261,30,In Stock,2026-06-26,2026-08-06 01:40:20.449387
657,OFF-BI-10000494,11,Office Supply Warehouse,Chicago,245,64,In Stock,2026-07-23,2026-08-06 01:40:20.449387
658,OFF-BI-10000545,12,Office Supply Warehouse,Chicago,85,73,In Stock,2026-07-31,2026-08-06 01:40:20.449387
659,OFF-BI-10000546,13,Office Supply Warehouse,Chicago,276,45,In Stock,2026-07-11,2026-08-06 01:40:20.449387
660,OFF-BI-10000591,14,Office Supply Warehouse,Chicago,483,38,In Stock,2026-06-11,2026-08-06 01:40:20.449387
661,OFF-BI-10000605,15,Office Supply Warehouse,Chicago,382,44,In Stock,2026-06-12,2026-08-06 01:40:20.449387
662,OFF-BI-10000632,16,Office Supply Warehouse,Chicago,474,22,In Stock,2026-06-21,2026-08-06 01:40:20.449387
663,OFF-BI-10000666,17,Office Supply Warehouse,Chicago,343,62,In Stock,2026-07-10,2026-08-06 01:40:20.449387
664,OFF-BI-10000756,1,Office Supply Warehouse,Chicago,84,73,In Stock,2026-07-25,2026-08-06 01:40:20.449387
