transport_id,order_row_id,carrier_name,tracking_number,shipment_status,dispatch_date,estimated_delivery_date,actual_delivery_date,delivery_cost,created_at,delivery_days,transportation_efficiency
1267,1267,Blue Dart,TRK-00001267,Delivered,2015-12-25,2015-12-29,2015-12-29,43.84,2026-08-06 01:41:13.679294,4.0,Normal
1268,1268,Fedex,TRK-00001268,Delivered,2015-12-24,2015-12-29,2015-12-30,37.45,2026-08-06 01:41:13.679294,6.0,Normal
1269,1269,Ups,TRK-00001269,Delivered,2018-09-23,2018-09-27,2018-09-27,48.96,2026-08-06 01:41:13.679294,4.0,Normal
1270,1270,Fedex,TRK-00001270,Delivered,2018-06-06,2018-06-10,2018-06-10,40.74,2026-08-06 01:41:13.679294,4.0,Normal
1271,1271,Delhivery,TRK-00001271,Delivered,2017-04-23,2017-04-26,2017-04-26,40.01,2026-08-06 01:41:13.679294,3.0,Fast
1272,1272,Ups,TRK-00001272,Delivered,2017-04-23,2017-04-28,2017-04-28,23.84,2026-08-06 01:41:13.679294,5.0,Normal
1273,1273,Xpressbees,TRK-00001273,Delivered,2017-04-22,2017-04-25,2017-04-25,40.12,2026-08-06 01:41:13.679294,3.0,Fast
1274,1274,Delhivery,TRK-00001274,Delivered,2017-05-26,2017-05-29,2017-05-30,41.68,2026-08-06 01:41:13.679294,4.0,Normal
1275,1275,Xpressbees,TRK-00001275,Delivered,2017-05-27,2017-05-31,2017-06-01,34.4,2026-08-06 01:41:13.679294,5.0,Normal
1276,1276,Delhivery,TRK-00001276,Delivered,2017-05-27,2017-05-30,2017-05-30,45.62,2026-08-06 01:41:13.679294,3.0,Fast
1277,1277,Dhl,TRK-00001277,Delivered,2017-05-27,2017-05-30,2017-05-30,49.33,2026-08-06 01:41:13.679294,3.0,Fast
1278,1278,Blue Dart,TRK-00001278,Delivered,2017-05-02,2017-05-07,2017-05-07,40.38,2026-08-06 01:41:13.679294,5.0,Normal
1279,1279,Ups,TRK-00001279,Delivered,2015-09-10,2015-09-14,2015-09-14,31.58,2026-08-06 01:41:13.679294,4.0,Normal
1280,1280,Xpressbees,TRK-00001280,Delivered,2015-09-10,2015-09-15,2015-09-15,41.19,2026-08-06 01:41:13.679294,5.0,Normal
1281,1281,Dhl,TRK-00001281,Delivered,2017-09-07,2017-09-12,2017-09-12,19.11,2026-08-06 01:41:13.679294,5.0,Normal
1282,1282,Blue Dart,TRK-00001282,Delivered,2018-04-10,2018-04-15,2018-04-15,23.47,2026-08-06 01:41:13.679294,5.0,Normal
1283,1283,Xpressbees,TRK-00001283,Delivered,2018-04-10,2018-04-14,2018-04-14,23.29,2026-08-06 01:41:13.679294,4.0,Normal
1284,1284,Blue Dart,TRK-00001284,Delivered,2018-04-11,2018-04-15,2018-04-15,12.89,2026-08-06 01:41:13.679294,4.0,Normal
1285,1285,Ups,TRK-00001285,Delivered,2016-12-07,2016-12-10,2016-12-10,20.31,2026-08-06 01:41:13.679294,3.0,Fast
1286,1286,Blue Dart,TRK-00001286,Delivered,2017-06-28,2017-07-02,2017-07-02,13.07,2026-08-06 01:41:13.679294,4.0,Normal
1287,1287,Fedex,TRK-00001287,Delivered,2016-07-05,2016-07-10,2016-07-12,26.42,2026-08-06 01:41:13.679294,7.0,Delayed
1288,1288,Xpressbees,TRK-00001288,Delivered,2017-11-23,2017-11-27,2017-11-27,41.82,2026-08-06 01:41:13.679294,4.0,Normal
1289,1289,Fedex,TRK-00001289,Delivered,2017-11-24,2017-11-28,2017-11-28,24.2,2026-08-06 01:41:13.679294,4.0,Normal
1290,1290,Xpressbees,TRK-00001290,Delivered,2017-11-24,2017-11-27,2017-11-27,33.54,2026-08-06 01:41:13.679294,3.0,Fast
1291,1291,Fedex,TRK-00001291,Delivered,2017-11-11,2017-11-16,2017-11-16,19.34,2026-08-06 01:41:13.679294,5.0,Normal
1292,1292,Xpressbees,TRK-00001292,Delivered,2017-11-10,2017-11-14,2017-11-15,40.94,2026-08-06 01:41:13.679294,5.0,Normal
1293,1293,Fedex,TRK-00001293,Delivered,2016-08-29,2016-09-02,2016-09-02,25.89,2026-08-06 01:41:13.679294,4.0,Normal
1294,1294,Fedex,TRK-00001294,Delivered,2016-08-29,2016-09-01,2016-09-01,46.55,2026-08-06 01:41:13.679294,3.0,Fast
1295,1295,Xpressbees,TRK-00001295,Delivered,2016-08-28,2016-09-02,2016-09-02,45.13,2026-08-06 01:41:13.679294,5.0,Normal
1296,1296,Blue Dart,TRK-00001296,Delivered,2016-05-27,2016-05-31,2016-05-31,19.0,2026-08-06 01:41:13.679294,4.0,Normal
1297,1297,Delhivery,TRK-00001297,Delivered,2018-12-31,2019-01-04,2019-01-04,33.23,2026-08-06 01:41:13.679294,4.0,Normal
1298,1298,Ups,TRK-00001298,Delivered,2018-12-31,2019-01-03,2019-01-04,18.79,2026-08-06 01:41:13.679294,4.0,Normal
1299,1299,Fedex,TRK-00001299,In Transit,2017-12-08,2017-12-12,,34.89,2026-08-06 01:41:13.679294,,Delayed
1300,1300,Ups,TRK-00001300,Delivered,2016-10-04,2016-10-09,2016-10-09,26.24,2026-08-06 01:41:13.679294,5.0,Normal
1301,1301,Delhivery,TRK-00001301,Delivered,2017-12-25,2017-12-28,2017-12-28,31.45,2026-08-06 01:41:13.679294,3.0,Fast
1302,1302,Dhl,TRK-00001302,In Transit,2017-12-25,2017-12-28,,20.68,2026-08-06 01:41:13.679294,,Delayed
1303,1303,Blue Dart,TRK-00001303,Delivered,2016-09-19,2016-09-24,2016-09-24,37.92,2026-08-06 01:41:13.679294,5.0,Normal
1304,1304,Dhl,TRK-00001304,Delivered,2018-07-03,2018-07-08,2018-07-08,41.5,2026-08-06 01:41:13.679294,5.0,Normal
1305,1305,Ups,TRK-00001305,Delivered,2018-07-04,2018-07-09,2018-07-09,39.81,2026-08-06 01:41:13.679294,5.0,Normal
1306,1306,Blue Dart,TRK-00001306,Delivered,2017-07-14,2017-07-17,2017-07-17,13.16,2026-08-06 01:41:13.679294,3.0,Fast
1307,1307,Ups,TRK-00001307,Delivered,2017-06-22,2017-06-26,2017-06-26,20.51,2026-08-06 01:41:13.679294,4.0,Normal
1308,1308,Xpressbees,TRK-00001308,Delivered,2017-06-22,2017-06-26,2017-06-26,42.96,2026-08-06 01:41:13.679294,4.0,Normal
1309,1309,Xpressbees,TRK-00001309,Delivered,2017-06-20,2017-06-23,2017-06-23,39.45,2026-08-06 01:41:13.679294,3.0,Fast
1310,1310,Fedex,TRK-00001310,In Transit,2017-06-22,2017-06-26,,39.83,2026-08-06 01:41:13.679294,,Delayed
1311,1311,Dhl,TRK-00001311,Delivered,2017-06-20,2017-06-23,2017-06-23,20.51,2026-08-06 01:41:13.679294,3.0,Fast
1312,1312,Xpressbees,TRK-00001312,Delivered,2017-12-10,2017-12-14,2017-12-14,28.66,2026-08-06 01:41:13.679294,4.0,Normal
1313,1313,Fedex,TRK-00001313,Delivered,2017-12-09,2017-12-12,2017-12-12,38.84,2026-08-06 01:41:13.679294,3.0,Fast
1314,1314,Blue Dart,TRK-00001314,In Transit,2017-09-26,2017-09-30,,48.99,2026-08-06 01:41:13.679294,,Delayed
1315,1315,Ups,TRK-00001315,Delivered,2017-12-18,2017-12-21,2017-12-21,18.76,2026-08-06 01:41:13.679294,3.0,Fast
1316,1316,Blue Dart,TRK-00001316,Delivered,2017-12-18,2017-12-21,2017-12-21,15.43,2026-08-06 01:41:13.679294,3.0,Fast
1317,1317,Ups,TRK-00001317,In Transit,2017-12-19,2017-12-24,,48.66,2026-08-06 01:41:13.679294,,Delayed
1318,1318,Delhivery,TRK-00001318,Delivered,2018-12-11,2018-12-16,2018-12-16,45.95,2026-08-06 01:41:13.679294,5.0,Normal
1319,1319,Xpressbees,TRK-00001319,Delivered,2015-07-03,2015-07-07,2015-07-07,21.54,2026-08-06 01:41:13.679294,4.0,Normal
1320,1320,Xpressbees,TRK-00001320,Delivered,2015-07-01,2015-07-05,2015-07-05,26.1,2026-08-06 01:41:13.679294,4.0,Normal
1321,1321,Fedex,TRK-00001321,Delivered,2018-02-03,2018-02-06,2018-02-06,20.67,2026-08-06 01:41:13.679294,3.0,Fast
1322,1322,Fedex,TRK-00001322,Delivered,2018-02-03,2018-02-07,2018-02-07,29.42,2026-08-06 01:41:13.679294,4.0,Normal
1323,1323,Delhivery,TRK-00001323,Delivered,2018-03-03,2018-03-07,2018-03-07,23.82,2026-08-06 01:41:13.679294,4.0,Normal
1324,1324,Blue Dart,TRK-00001324,Delivered,2018-10-11,2018-10-16,2018-10-16,48.44,2026-08-06 01:41:13.679294,5.0,Normal
1325,1325,Blue Dart,TRK-00001325,Delivered,2015-09-28,2015-10-02,2015-10-02,29.99,2026-08-06 01:41:13.679294,4.0,Normal
1326,1326,Fedex,TRK-00001326,Delivered,2015-05-27,2015-05-30,2015-05-30,46.28,2026-08-06 01:41:13.679294,3.0,Fast
1327,1327,Xpressbees,TRK-00001327,Delivered,2016-06-14,2016-06-19,2016-06-19,46.04,2026-08-06 01:41:13.679294,5.0,Normal
1328,1328,Xpressbees,TRK-00001328,Delivered,2017-03-30,2017-04-02,2017-04-02,42.63,2026-08-06 01:41:13.679294,3.0,Fast
1329,1329,Xpressbees,TRK-00001329,Delivered,2018-10-17,2018-10-20,2018-10-20,10.76,2026-08-06 01:41:13.679294,3.0,Fast
1330,1330,Blue Dart,TRK-00001330,Delivered,2017-05-25,2017-05-30,2017-05-30,14.65,2026-08-06 01:41:13.679294,5.0,Normal
1331,1331,Blue Dart,TRK-00001331,Delivered,2018-06-03,2018-06-07,2018-06-07,46.81,2026-08-06 01:41:13.679294,4.0,Normal
1332,1332,Fedex,TRK-00001332,Delivered,2018-06-03,2018-06-06,2018-06-06,20.14,2026-08-06 01:41:13.679294,3.0,Fast
1333,1333,Blue Dart,TRK-00001333,Delivered,2015-02-17,2015-02-21,2015-02-21,27.97,2026-08-06 01:41:13.679294,4.0,Normal
1334,1334,Blue Dart,TRK-00001334,Delivered,2015-02-18,2015-02-22,2015-02-22,48.39,2026-08-06 01:41:13.679294,4.0,Normal
1335,1335,Fedex,TRK-00001335,Delivered,2015-05-06,2015-05-11,2015-05-11,48.87,2026-08-06 01:41:13.679294,5.0,Normal
1336,1336,Delhivery,TRK-00001336,Delivered,2017-05-17,2017-05-20,2017-05-20,33.53,2026-08-06 01:41:13.679294,3.0,Fast
1337,1337,Dhl,TRK-00001337,Delivered,2018-04-03,2018-04-08,2018-04-08,47.71,2026-08-06 01:41:13.679294,5.0,Normal
1338,1338,Delhivery,TRK-00001338,Delivered,2018-04-01,2018-04-05,2018-04-05,47.62,2026-08-06 01:41:13.679294,4.0,Normal
1339,1339,Blue Dart,TRK-00001339,Delivered,2018-04-01,2018-04-04,2018-04-04,20.48,2026-08-06 01:41:13.679294,3.0,Fast
1340,1340,Dhl,TRK-00001340,Delivered,2018-03-31,2018-04-04,2018-04-04,46.1,2026-08-06 01:41:13.679294,4.0,Normal
1341,1341,Delhivery,TRK-00001341,Delivered,2018-01-04,2018-01-09,2018-01-09,48.37,2026-08-06 01:41:13.679294,5.0,Normal
1342,1342,Delhivery,TRK-00001342,Delivered,2018-01-02,2018-01-07,2018-01-07,11.27,2026-08-06 01:41:13.679294,5.0,Normal
1343,1343,Xpressbees,TRK-00001343,Delivered,2018-01-03,2018-01-07,2018-01-07,29.65,2026-08-06 01:41:13.679294,4.0,Normal
1344,1344,Xpressbees,TRK-00001344,Delivered,2016-05-28,2016-06-01,2016-06-01,41.66,2026-08-06 01:41:13.679294,4.0,Normal
1345,1345,Xpressbees,TRK-00001345,Delivered,2016-05-28,2016-05-31,2016-05-31,21.26,2026-08-06 01:41:13.679294,3.0,Fast
1346,1346,Ups,TRK-00001346,In Transit,2015-03-19,2015-03-24,,42.11,2026-08-06 01:41:13.679294,,Delayed
1347,1347,Blue Dart,TRK-00001347,Delivered,2015-03-18,2015-03-22,2015-03-22,19.5,2026-08-06 01:41:13.679294,4.0,Normal
1348,1348,Delhivery,TRK-00001348,Delivered,2015-03-17,2015-03-20,2015-03-20,17.83,2026-08-06 01:41:13.679294,3.0,Fast
1349,1349,Dhl,TRK-00001349,Delivered,2015-03-19,2015-03-24,2015-03-24,32.05,2026-08-06 01:41:13.679294,5.0,Normal
1350,1350,Blue Dart,TRK-00001350,Delivered,2015-03-17,2015-03-22,2015-03-22,21.83,2026-08-06 01:41:13.679294,5.0,Normal
1351,1351,Delhivery,TRK-00001351,Delivered,2015-10-05,2015-10-10,2015-10-10,41.23,2026-08-06 01:41:13.679294,5.0,Normal
1352,1352,Fedex,TRK-00001352,Delivered,2017-03-29,2017-04-01,2017-04-01,34.67,2026-08-06 01:41:13.679294,3.0,Fast
1353,1353,Xpressbees,TRK-00001353,Delivered,2018-05-04,2018-05-07,2018-05-07,40.16,2026-08-06 01:41:13.679294,3.0,Fast
1354,1354,Xpressbees,TRK-00001354,Delivered,2018-05-04,2018-05-07,2018-05-07,36.28,2026-08-06 01:41:13.679294,3.0,Fast
1355,1355,Delhivery,TRK-00001355,Delivered,2018-05-05,2018-05-09,2018-05-09,24.57,2026-08-06 01:41:13.679294,4.0,Normal
1356,1356,Ups,TRK-00001356,Delivered,2015-07-05,2015-07-09,2015-07-09,13.44,2026-08-06 01:41:13.679294,4.0,Normal
1357,1357,Fedex,TRK-00001357,Delivered,2015-07-05,2015-07-09,2015-07-09,32.54,2026-08-06 01:41:13.679294,4.0,Normal
1358,1358,Dhl,TRK-00001358,Delivered,2017-05-07,2017-05-10,2017-05-10,12.23,2026-08-06 01:41:13.679294,3.0,Fast
1359,1359,Fedex,TRK-00001359,Delivered,2018-04-27,2018-05-02,2018-05-02,47.93,2026-08-06 01:41:13.679294,5.0,Normal
1360,1360,Xpressbees,TRK-00001360,Delivered,2015-09-26,2015-10-01,2015-10-01,35.81,2026-08-06 01:41:13.679294,5.0,Normal
1361,1361,Dhl,TRK-00001361,Delivered,2018-10-19,2018-10-24,2018-10-24,49.07,2026-08-06 01:41:13.679294,5.0,Normal
1362,1362,Fedex,TRK-00001362,Delivered,2018-10-21,2018-10-24,2018-10-24,31.36,2026-08-06 01:41:13.679294,3.0,Fast
1363,1363,Xpressbees,TRK-00001363,Delivered,2018-10-19,2018-10-24,2018-10-24,22.8,2026-08-06 01:41:13.679294,5.0,Normal
1364,1364,Xpressbees,TRK-00001364,In Transit,2018-11-12,2018-11-16,,13.63,2026-08-06 01:41:13.679294,,Delayed
1365,1365,Fedex,TRK-00001365,Delivered,2018-11-10,2018-11-14,2018-11-14,31.8,2026-08-06 01:41:13.679294,4.0,Normal
1366,1366,Dhl,TRK-00001366,Delivered,2018-11-12,2018-11-17,2018-11-19,33.92,2026-08-06 01:41:13.679294,7.0,Delayed
1367,1367,Xpressbees,TRK-00001367,Delivered,2018-11-11,2018-11-14,2018-11-14,12.76,2026-08-06 01:41:13.679294,3.0,Fast
1368,1368,Delhivery,TRK-00001368,Delivered,2018-11-11,2018-11-14,2018-11-14,21.9,2026-08-06 01:41:13.679294,3.0,Fast
1369,1369,Fedex,TRK-00001369,Delivered,2018-07-08,2018-07-13,2018-07-14,28.27,2026-08-06 01:41:13.679294,6.0,Normal
1370,1370,Delhivery,TRK-00001370,Delivered,2016-12-24,2016-12-27,2016-12-27,10.13,2026-08-06 01:41:13.679294,3.0,Fast
1371,1371,Xpressbees,TRK-00001371,Delivered,2016-12-26,2016-12-30,2016-12-30,20.54,2026-08-06 01:41:13.679294,4.0,Normal
1372,1372,Blue Dart,TRK-00001372,Delivered,2018-03-09,2018-03-12,2018-03-12,33.26,2026-08-06 01:41:13.679294,3.0,Fast
1373,1373,Delhivery,TRK-00001373,Delivered,2015-04-01,2015-04-05,2015-04-05,17.6,2026-08-06 01:41:13.679294,4.0,Normal
1374,1374,Ups,TRK-00001374,Delivered,2015-04-03,2015-04-08,2015-04-09,24.24,2026-08-06 01:41:13.679294,6.0,Normal
1375,1375,Xpressbees,TRK-00001375,Delivered,2016-09-16,2016-09-20,2016-09-20,10.8,2026-08-06 01:41:13.679294,4.0,Normal
1376,1376,Blue Dart,TRK-00001376,Delivered,2015-08-04,2015-08-07,2015-08-07,42.39,2026-08-06 01:41:13.679294,3.0,Fast
1377,1377,Fedex,TRK-00001377,Delivered,2015-08-06,2015-08-11,2015-08-11,36.47,2026-08-06 01:41:13.679294,5.0,Normal
1378,1378,Blue Dart,TRK-00001378,Delivered,2015-08-06,2015-08-09,2015-08-09,25.65,2026-08-06 01:41:13.679294,3.0,Fast
1379,1379,Ups,TRK-00001379,Delivered,2015-08-05,2015-08-09,2015-08-09,22.15,2026-08-06 01:41:13.679294,4.0,Normal
1380,1380,Xpressbees,TRK-00001380,Delivered,2015-08-05,2015-08-10,2015-08-10,42.91,2026-08-06 01:41:13.679294,5.0,Normal
1381,1381,Fedex,TRK-00001381,Delivered,2015-08-04,2015-08-08,2015-08-08,28.58,2026-08-06 01:41:13.679294,4.0,Normal
1382,1382,Delhivery,TRK-00001382,In Transit,2017-09-05,2017-09-09,,41.69,2026-08-06 01:41:13.679294,,Delayed
1383,1383,Fedex,TRK-00001383,Delivered,2017-02-07,2017-02-10,2017-02-11,27.15,2026-08-06 01:41:13.679294,4.0,Normal
1384,1384,Fedex,TRK-00001384,Delivered,2017-02-06,2017-02-10,2017-02-11,34.85,2026-08-06 01:41:13.679294,5.0,Normal
1385,1385,Dhl,TRK-00001385,Delivered,2017-02-05,2017-02-10,2017-02-10,13.88,2026-08-06 01:41:13.679294,5.0,Normal
1386,1386,Dhl,TRK-00001386,Delivered,2017-02-06,2017-02-10,2017-02-10,43.72,2026-08-06 01:41:13.679294,4.0,Normal
1387,1387,Xpressbees,TRK-00001387,Delivered,2017-02-05,2017-02-09,2017-02-10,22.81,2026-08-06 01:41:13.679294,5.0,Normal
1388,1388,Blue Dart,TRK-00001388,Delivered,2017-02-05,2017-02-08,2017-02-08,17.98,2026-08-06 01:41:13.679294,3.0,Fast
1389,1389,Dhl,TRK-00001389,In Transit,2017-02-07,2017-02-10,,35.89,2026-08-06 01:41:13.679294,,Delayed
1390,1390,Blue Dart,TRK-00001390,Delivered,2017-02-06,2017-02-11,2017-02-11,24.51,2026-08-06 01:41:13.679294,5.0,Normal
1391,1391,Xpressbees,TRK-00001391,Delivered,2017-02-06,2017-02-09,2017-02-09,23.27,2026-08-06 01:41:13.679294,3.0,Fast
1392,1392,Delhivery,TRK-00001392,Delivered,2017-02-07,2017-02-12,2017-02-12,27.56,2026-08-06 01:41:13.679294,5.0,Normal
1393,1393,Dhl,TRK-00001393,Delivered,2017-02-05,2017-02-09,2017-02-09,14.17,2026-08-06 01:41:13.679294,4.0,Normal
1394,1394,Ups,TRK-00001394,Delivered,2018-07-03,2018-07-07,2018-07-07,41.61,2026-08-06 01:41:13.679294,4.0,Normal
1395,1395,Dhl,TRK-00001395,Delivered,2018-10-11,2018-10-14,2018-10-14,44.35,2026-08-06 01:41:13.679294,3.0,Fast
1396,1396,Delhivery,TRK-00001396,Delivered,2018-10-09,2018-10-14,2018-10-14,41.72,2026-08-06 01:41:13.679294,5.0,Normal
1397,1397,Fedex,TRK-00001397,In Transit,2017-11-25,2017-11-29,,36.23,2026-08-06 01:41:13.679294,,Delayed
1398,1398,Blue Dart,TRK-00001398,Delivered,2017-11-24,2017-11-29,2017-11-30,17.95,2026-08-06 01:41:13.679294,6.0,Normal
1399,1399,Dhl,TRK-00001399,Delivered,2017-11-26,2017-11-29,2017-11-29,48.69,2026-08-06 01:41:13.679294,3.0,Fast
1400,1400,Xpressbees,TRK-00001400,Delivered,2017-11-24,2017-11-27,2017-11-27,20.81,2026-08-06 01:41:13.679294,3.0,Fast
1401,1401,Delhivery,TRK-00001401,Delivered,2017-11-01,2017-11-04,2017-11-04,47.18,2026-08-06 01:41:13.679294,3.0,Fast
1402,1402,Xpressbees,TRK-00001402,Delivered,2017-11-01,2017-11-06,2017-11-06,17.83,2026-08-06 01:41:13.679294,5.0,Normal
1403,1403,Blue Dart,TRK-00001403,Delivered,2017-04-21,2017-04-24,2017-04-24,49.24,2026-08-06 01:41:13.679294,3.0,Fast
1404,1404,Blue Dart,TRK-00001404,Delivered,2017-04-19,2017-04-23,2017-04-23,12.28,2026-08-06 01:41:13.679294,4.0,Normal
1405,1405,Delhivery,TRK-00001405,Delivered,2015-04-08,2015-04-12,2015-04-12,16.34,2026-08-06 01:41:13.679294,4.0,Normal
1406,1406,Ups,TRK-00001406,Delivered,2015-04-07,2015-04-11,2015-04-11,38.48,2026-08-06 01:41:13.679294,4.0,Normal
1407,1407,Blue Dart,TRK-00001407,Delivered,2015-04-06,2015-04-11,2015-04-11,30.86,2026-08-06 01:41:13.679294,5.0,Normal
1408,1408,Ups,TRK-00001408,Delivered,2017-09-02,2017-09-05,2017-09-05,29.23,2026-08-06 01:41:13.679294,3.0,Fast
1409,1409,Blue Dart,TRK-00001409,Delivered,2017-09-04,2017-09-08,2017-09-08,45.69,2026-08-06 01:41:13.679294,4.0,Normal
1410,1410,Delhivery,TRK-00001410,Delivered,2017-09-26,2017-09-30,2017-09-30,11.56,2026-08-06 01:41:13.679294,4.0,Normal
1411,1411,Ups,TRK-00001411,Delivered,2018-11-05,2018-11-10,2018-11-10,31.78,2026-08-06 01:41:13.679294,5.0,Normal
1412,1412,Fedex,TRK-00001412,Delivered,2017-07-09,2017-07-14,2017-07-14,23.08,2026-08-06 01:41:13.679294,5.0,Normal
1413,1413,Dhl,TRK-00001413,Delivered,2017-07-09,2017-07-12,2017-07-13,34.42,2026-08-06 01:41:13.679294,4.0,Normal
1414,1414,Xpressbees,TRK-00001414,Delivered,2015-07-01,2015-07-05,2015-07-05,23.47,2026-08-06 01:41:13.679294,4.0,Normal
1415,1415,Blue Dart,TRK-00001415,In Transit,2018-01-28,2018-02-02,,15.69,2026-08-06 01:41:13.679294,,Delayed
1416,1416,Fedex,TRK-00001416,Delivered,2018-01-28,2018-02-01,2018-02-02,35.5,2026-08-06 01:41:13.679294,5.0,Normal
1417,1417,Xpressbees,TRK-00001417,Delivered,2016-09-23,2016-09-27,2016-09-27,32.29,2026-08-06 01:41:13.679294,4.0,Normal
1418,1418,Blue Dart,TRK-00001418,Delivered,2016-09-23,2016-09-28,2016-09-28,22.99,2026-08-06 01:41:13.679294,5.0,Normal
1419,1419,Delhivery,TRK-00001419,Delivered,2016-09-23,2016-09-27,2016-09-27,36.38,2026-08-06 01:41:13.679294,4.0,Normal
1420,1420,Xpressbees,TRK-00001420,Delivered,2016-09-28,2016-10-03,2016-10-04,10.2,2026-08-06 01:41:13.679294,6.0,Normal
1421,1421,Fedex,TRK-00001421,Delivered,2016-09-27,2016-10-01,2016-10-02,46.67,2026-08-06 01:41:13.679294,5.0,Normal
1422,1422,Xpressbees,TRK-00001422,Delivered,2016-09-27,2016-10-02,2016-10-02,49.76,2026-08-06 01:41:13.679294,5.0,Normal
1423,1423,Delhivery,TRK-00001423,Delivered,2016-09-26,2016-10-01,2016-10-01,17.38,2026-08-06 01:41:13.679294,5.0,Normal
1424,1424,Fedex,TRK-00001424,Delivered,2016-09-26,2016-09-30,2016-09-30,22.48,2026-08-06 01:41:13.679294,4.0,Normal
1425,1425,Dhl,TRK-00001425,In Transit,2016-09-26,2016-09-29,,18.9,2026-08-06 01:41:13.679294,,Delayed
1426,1426,Blue Dart,TRK-00001426,Delivered,2016-09-28,2016-10-02,2016-10-02,21.25,2026-08-06 01:41:13.679294,4.0,Normal
1427,1427,Delhivery,TRK-00001427,Delivered,2016-11-02,2016-11-06,2016-11-06,24.41,2026-08-06 01:41:13.679294,4.0,Normal
1428,1428,Dhl,TRK-00001428,Delivered,2016-10-31,2016-11-05,2016-11-05,40.54,2026-08-06 01:41:13.679294,5.0,Normal
1429,1429,Delhivery,TRK-00001429,Delivered,2016-10-31,2016-11-05,2016-11-05,13.3,2026-08-06 01:41:13.679294,5.0,Normal
1430,1430,Xpressbees,TRK-00001430,Delivered,2016-10-31,2016-11-04,2016-11-04,12.4,2026-08-06 01:41:13.679294,4.0,Normal
1431,1431,Dhl,TRK-00001431,Delivered,2018-11-26,2018-11-30,2018-12-01,33.18,2026-08-06 01:41:13.679294,5.0,Normal
1432,1432,Ups,TRK-00001432,Delivered,2015-12-21,2015-12-26,2015-12-26,10.18,2026-08-06 01:41:13.679294,5.0,Normal
1433,1433,Blue Dart,TRK-00001433,Delivered,2015-12-19,2015-12-23,2015-12-23,28.35,2026-08-06 01:41:13.679294,4.0,Normal
1434,1434,Fedex,TRK-00001434,Delivered,2015-12-20,2015-12-25,2015-12-25,11.5,2026-08-06 01:41:13.679294,5.0,Normal
1435,1435,Ups,TRK-00001435,In Transit,2017-12-27,2017-12-31,,34.2,2026-08-06 01:41:13.679294,,Delayed
1436,1436,Ups,TRK-00001436,Delivered,2018-06-22,2018-06-27,2018-06-28,12.01,2026-08-06 01:41:13.679294,6.0,Normal
1437,1437,Delhivery,TRK-00001437,Delivered,2018-06-22,2018-06-26,2018-06-26,45.39,2026-08-06 01:41:13.679294,4.0,Normal
1438,1438,Dhl,TRK-00001438,Delivered,2016-10-15,2016-10-20,2016-10-20,39.47,2026-08-06 01:41:13.679294,5.0,Normal
1439,1439,Ups,TRK-00001439,Delivered,2016-10-17,2016-10-22,2016-10-22,49.06,2026-08-06 01:41:13.679294,5.0,Normal
1440,1440,Xpressbees,TRK-00001440,Delivered,2018-04-14,2018-04-19,2018-04-19,28.86,2026-08-06 01:41:13.679294,5.0,Normal
1441,1441,Delhivery,TRK-00001441,Delivered,2018-04-14,2018-04-19,2018-04-19,31.06,2026-08-06 01:41:13.679294,5.0,Normal
1442,1442,Fedex,TRK-00001442,Delivered,2018-12-21,2018-12-26,2018-12-26,48.59,2026-08-06 01:41:13.679294,5.0,Normal
1443,1443,Blue Dart,TRK-00001443,Delivered,2018-08-05,2018-08-10,2018-08-10,22.86,2026-08-06 01:41:13.679294,5.0,Normal
1444,1444,Delhivery,TRK-00001444,Delivered,2016-10-02,2016-10-07,2016-10-08,11.56,2026-08-06 01:41:13.679294,6.0,Normal
1445,1445,Fedex,TRK-00001445,Delivered,2017-05-25,2017-05-28,2017-05-28,49.63,2026-08-06 01:41:13.679294,3.0,Fast
1446,1446,Dhl,TRK-00001446,Delivered,2018-06-14,2018-06-19,2018-06-20,17.47,2026-08-06 01:41:13.679294,6.0,Normal
1447,1447,Fedex,TRK-00001447,Delivered,2018-06-14,2018-06-19,2018-06-20,48.57,2026-08-06 01:41:13.679294,6.0,Normal
1448,1448,Xpressbees,TRK-00001448,Delivered,2018-06-14,2018-06-19,2018-06-19,33.73,2026-08-06 01:41:13.679294,5.0,Normal
1449,1449,Blue Dart,TRK-00001449,Delivered,2015-04-23,2015-04-26,2015-04-26,47.1,2026-08-06 01:41:13.679294,3.0,Fast
1450,1450,Delhivery,TRK-00001450,In Transit,2016-05-01,2016-05-04,,17.85,2026-08-06 01:41:13.679294,,Delayed
1451,1451,Blue Dart,TRK-00001451,Delivered,2016-07-20,2016-07-24,2016-07-24,45.44,2026-08-06 01:41:13.679294,4.0,Normal
1452,1452,Delhivery,TRK-00001452,In Transit,2017-11-26,2017-11-30,,36.79,2026-08-06 01:41:13.679294,,Delayed
1453,1453,Dhl,TRK-00001453,Delivered,2017-11-26,2017-11-30,2017-11-30,28.12,2026-08-06 01:41:13.679294,4.0,Normal
1454,1454,Blue Dart,TRK-00001454,Delivered,2017-11-28,2017-12-02,2017-12-03,34.21,2026-08-06 01:41:13.679294,5.0,Normal
1455,1455,Blue Dart,TRK-00001455,Delivered,2017-11-26,2017-11-29,2017-11-29,34.83,2026-08-06 01:41:13.679294,3.0,Fast
1456,1456,Blue Dart,TRK-00001456,Delivered,2018-06-14,2018-06-19,2018-06-19,42.9,2026-08-06 01:41:13.679294,5.0,Normal
