return_id,order_row_id,product_id,return_date,return_reason,refund_amount,return_status,created_at
259,734,TEC-AC-10003610,2018-02-04,Defective Product,161.97,Completed,2026-08-06 01:42:10.267403
260,450,OFF-AR-10001953,2017-04-06,Damaged Product,237.49,Rejected,2026-08-06 01:42:10.267403
261,5061,OFF-ST-10000060,2017-12-21,Customer Changed Mind,526.34,Requested,2026-08-06 01:42:10.267403
262,8630,FUR-TA-10003569,2016-09-17,Defective Product,433.06,Rejected,2026-08-06 01:42:10.267403
263,5360,OFF-AR-10004602,2015-08-20,Defective Product,41.38,Rejected,2026-08-06 01:42:10.267403
264,2108,OFF-PA-10000157,2016-11-13,Defective Product,17.98,Completed,2026-08-06 01:42:10.267403
265,8503,FUR-CH-10003396,2016-03-09,Wrong Item,166.28,Completed,2026-08-06 01:42:10.267403
266,1430,OFF-LA-10003510,2016-11-10,Defective Product,384.68,Rejected,2026-08-06 01:42:10.267403
267,8355,OFF-BI-10002133,2018-05-13,Customer Changed Mind,57.78,Completed,2026-08-06 01:42:10.267403
268,2781,OFF-LA-10004544,2018-05-17,Customer Changed Mind,53.28,Requested,2026-08-06 01:42:10.267403
269,4838,OFF-BI-10003429,2018-06-19,Defective Product,3.42,Completed,2026-08-06 01:42:10.267403
270,1359,FUR-FU-10000010,2018-05-10,Customer Changed Mind,1.79,Completed,2026-08-06 01:42:10.267403
271,3220,OFF-PA-10001295,2016-10-27,Late Delivery,85.37,Rejected,2026-08-06 01:42:10.267403
272,2073,OFF-BI-10002954,2017-12-24,Customer Changed Mind,6.58,Completed,2026-08-06 01:42:10.267403
273,7247,OFF-LA-10000305,2015-03-30,Other,13.61,Completed,2026-08-06 01:42:10.267403
274,5820,OFF-LA-10001613,2015-12-21,Damaged Product,10.37,Rejected,2026-08-06 01:42:10.267403
275,1351,FUR-CH-10002880,2015-10-09,Wrong Item,232.45,Requested,2026-08-06 01:42:10.267403
276,119,OFF-BI-10003650,2016-04-29,Other,142.01,Completed,2026-08-06 01:42:10.267403
277,8460,OFF-BI-10002225,2015-09-09,Damaged Product,11.14,Rejected,2026-08-06 01:42:10.267403
278,4734,FUR-FU-10004586,2016-04-12,Damaged Product,17.93,Completed,2026-08-06 01:42:10.267403
279,7972,TEC-AC-10004227,2016-09-12,Late Delivery,28.06,Approved,2026-08-06 01:42:10.267403
280,1460,FUR-FU-10001473,2015-05-19,Defective Product,24.71,Rejected,2026-08-06 01:42:10.267403
281,4109,FUR-TA-10003837,2016-09-21,Other,24.67,Completed,2026-08-06 01:42:10.267403
282,9053,OFF-BI-10003291,2015-04-03,Other,25.15,Completed,2026-08-06 01:42:10.267403
283,8295,TEC-PH-10001809,2018-04-07,Customer Changed Mind,269.91,Completed,2026-08-06 01:42:10.267403
284,394,OFF-BI-10003982,2015-07-01,Late Delivery,11.21,Completed,2026-08-06 01:42:10.267403
285,9793,FUR-CH-10003396,2015-06-13,Wrong Item,96.99,Completed,2026-08-06 01:42:10.267403
286,3805,OFF-EN-10001335,2017-10-24,Wrong Item,31.51,Completed,2026-08-06 01:42:10.267403
287,5236,OFF-AP-10001947,2017-12-05,Late Delivery,49.46,Completed,2026-08-06 01:42:10.267403
288,9094,TEC-PH-10001299,2016-06-25,Late Delivery,269.98,Completed,2026-08-06 01:42:10.267403
289,1463,TEC-AC-10004571,2017-09-13,Other,143.98,Completed,2026-08-06 01:42:10.267403
290,3693,TEC-PH-10004531,2016-11-22,Customer Changed Mind,79.16,Completed,2026-08-06 01:42:10.267403
291,8830,OFF-ST-10001932,2015-10-16,Late Delivery,347.71,Rejected,2026-08-06 01:42:10.267403
292,5272,FUR-FU-10001487,2018-02-12,Late Delivery,25.13,Approved,2026-08-06 01:42:10.267403
293,5485,FUR-CH-10002044,2018-02-14,Wrong Item,377.23,Completed,2026-08-06 01:42:10.267403
294,6160,OFF-ST-10001932,2017-12-18,Late Delivery,695.41,Rejected,2026-08-06 01:42:10.267403
295,640,OFF-BI-10004728,2017-06-09,Late Delivery,13.88,Rejected,2026-08-06 01:42:10.267403
296,2892,OFF-BI-10000136,2015-05-21,Damaged Product,16.15,Approved,2026-08-06 01:42:10.267403
297,343,OFF-FA-10002780,2015-05-06,Wrong Item,27.89,Completed,2026-08-06 01:42:10.267403
298,3309,TEC-AC-10003628,2016-01-13,Customer Changed Mind,43.18,Completed,2026-08-06 01:42:10.267403
299,651,TEC-AC-10001142,2017-12-17,Customer Changed Mind,284.4,Requested,2026-08-06 01:42:10.267403
300,6561,OFF-LA-10003766,2017-08-06,Customer Changed Mind,2.84,Requested,2026-08-06 01:42:10.267403
301,802,TEC-PH-10001580,2018-02-27,Late Delivery,194.37,Approved,2026-08-06 01:42:10.267403
302,6350,OFF-SU-10002573,2016-05-06,Defective Product,31.55,Rejected,2026-08-06 01:42:10.267403
303,7498,OFF-FA-10000490,2018-08-11,Late Delivery,4.46,Completed,2026-08-06 01:42:10.267403
304,2237,OFF-AR-10000817,2016-10-02,Other,21.89,Completed,2026-08-06 01:42:10.267403
305,2582,OFF-PA-10000380,2015-02-07,Defective Product,15.01,Approved,2026-08-06 01:42:10.267403
306,4219,TEC-MA-10000418,2018-04-25,Wrong Item,4319.98,Completed,2026-08-06 01:42:10.267403
307,127,OFF-BI-10003274,2018-11-12,Wrong Item,2.15,Completed,2026-08-06 01:42:10.267403
308,4421,OFF-SU-10002537,2016-12-13,Other,36.83,Requested,2026-08-06 01:42:10.267403
309,924,OFF-AP-10004487,2016-05-10,Damaged Product,365.94,Completed,2026-08-06 01:42:10.267403
310,8978,OFF-BI-10003707,2018-12-01,Defective Product,5.49,Completed,2026-08-06 01:42:10.267403
311,4401,OFF-AP-10002945,2017-03-23,Customer Changed Mind,811.76,Requested,2026-08-06 01:42:10.267403
312,2182,FUR-CH-10002084,2017-05-19,Late Delivery,398.48,Approved,2026-08-06 01:42:10.267403
313,7902,FUR-FU-10003268,2018-08-20,Damaged Product,28.78,Approved,2026-08-06 01:42:10.267403
314,9565,OFF-PA-10001838,2016-06-21,Wrong Item,10.58,Completed,2026-08-06 01:42:10.267403
315,9248,OFF-AR-10003732,2018-06-19,Defective Product,2.5,Completed,2026-08-06 01:42:10.267403
316,5625,TEC-AC-10002637,2017-10-29,Customer Changed Mind,323.98,Completed,2026-08-06 01:42:10.267403
317,9251,OFF-BI-10001107,2017-12-08,Other,104.26,Requested,2026-08-06 01:42:10.267403
318,8697,TEC-PH-10001051,2018-07-12,Customer Changed Mind,215.98,Completed,2026-08-06 01:42:10.267403
319,1195,FUR-FU-10002268,2016-10-10,Wrong Item,14.14,Completed,2026-08-06 01:42:10.267403
320,3450,OFF-AP-10004785,2015-09-13,Damaged Product,50.99,Rejected,2026-08-06 01:42:10.267403
321,474,TEC-PH-10002680,2015-12-08,Damaged Product,633.57,Completed,2026-08-06 01:42:10.267403
322,8553,TEC-CO-10004202,2015-06-07,Customer Changed Mind,647.98,Completed,2026-08-06 01:42:10.267403
323,7870,TEC-AC-10002167,2018-07-28,Late Delivery,21.6,Rejected,2026-08-06 01:42:10.267403
324,456,TEC-AC-10001772,2017-12-24,Damaged Product,57.49,Completed,2026-08-06 01:42:10.267403
325,1806,TEC-PH-10002200,2018-01-05,Damaged Product,2318.35,Completed,2026-08-06 01:42:10.267403
326,8388,OFF-ST-10001328,2016-06-15,Damaged Product,69.8,Completed,2026-08-06 01:42:10.267403
327,8896,OFF-ST-10001505,2017-09-10,Late Delivery,16.15,Completed,2026-08-06 01:42:10.267403
328,5919,FUR-BO-10002213,2016-10-11,Customer Changed Mind,1803.53,Completed,2026-08-06 01:42:10.267403
329,9122,OFF-AP-10000358,2018-04-14,Defective Product,81.77,Approved,2026-08-06 01:42:10.267403
330,1737,OFF-AR-10002833,2018-08-15,Customer Changed Mind,3.93,Completed,2026-08-06 01:42:10.267403
331,3286,OFF-AR-10002375,2018-03-08,Late Delivery,5.9,Completed,2026-08-06 01:42:10.267403
332,9536,OFF-BI-10002949,2017-11-12,Defective Product,8.76,Completed,2026-08-06 01:42:10.267403
333,398,OFF-SU-10002573,2016-11-28,Defective Product,63.11,Completed,2026-08-06 01:42:10.267403
334,4762,OFF-LA-10003720,2018-01-16,Late Delivery,5.31,Approved,2026-08-06 01:42:10.267403
335,1034,OFF-PA-10000955,2017-12-04,Defective Product,14.13,Completed,2026-08-06 01:42:10.267403
336,6183,OFF-BI-10000050,2016-10-04,Customer Changed Mind,13.14,Completed,2026-08-06 01:42:10.267403
337,1117,OFF-LA-10003766,2017-08-13,Wrong Item,5.67,Completed,2026-08-06 01:42:10.267403
338,1098,FUR-TA-10004147,2015-07-23,Damaged Product,403.06,Completed,2026-08-06 01:42:10.267403
339,5445,OFF-AR-10000614,2016-05-12,Customer Changed Mind,9.64,Completed,2026-08-06 01:42:10.267403
340,6452,OFF-AR-10004930,2016-10-02,Defective Product,6.03,Approved,2026-08-06 01:42:10.267403
341,6034,FUR-FU-10002963,2016-12-28,Late Delivery,13.72,Completed,2026-08-06 01:42:10.267403
342,6128,FUR-CH-10003817,2017-04-08,Defective Product,295.2,Completed,2026-08-06 01:42:10.267403
343,6393,OFF-LA-10003190,2018-01-06,Customer Changed Mind,5.18,Completed,2026-08-06 01:42:10.267403
344,4658,OFF-AP-10003266,2016-05-16,Defective Product,21.33,Completed,2026-08-06 01:42:10.267403
345,5659,FUR-TA-10002530,2018-01-01,Wrong Item,339.71,Completed,2026-08-06 01:42:10.267403
346,9539,OFF-PA-10002659,2018-09-26,Other,15.21,Completed,2026-08-06 01:42:10.267403
347,2020,OFF-PA-10002749,2016-04-13,Late Delivery,36.13,Rejected,2026-08-06 01:42:10.267403
348,5809,OFF-AR-10002987,2017-09-18,Wrong Item,28.57,Completed,2026-08-06 01:42:10.267403
349,1517,FUR-TA-10004256,2019-01-01,Other,1502.64,Completed,2026-08-06 01:42:10.267403
350,8762,OFF-EN-10004483,2017-02-17,Defective Product,112.82,Approved,2026-08-06 01:42:10.267403
351,486,FUR-BO-10001337,2018-06-26,Damaged Product,462.75,Completed,2026-08-06 01:42:10.267403
352,2530,OFF-PA-10000788,2015-11-03,Late Delivery,9.33,Rejected,2026-08-06 01:42:10.267403
353,5146,OFF-ST-10000464,2018-02-28,Late Delivery,125.14,Completed,2026-08-06 01:42:10.267403
354,7224,TEC-PH-10004093,2017-08-12,Damaged Product,99.34,Completed,2026-08-06 01:42:10.267403
355,848,FUR-CH-10001891,2016-11-10,Defective Product,259.15,Completed,2026-08-06 01:42:10.267403
356,9544,OFF-PA-10003302,2016-08-30,Late Delivery,51.03,Completed,2026-08-06 01:42:10.267403
357,9740,OFF-BI-10001757,2018-04-05,Defective Product,17.71,Rejected,2026-08-06 01:42:10.267403
358,1088,TEC-PH-10004896,2017-09-02,Defective Product,64.78,Completed,2026-08-06 01:42:10.267403
359,887,OFF-ST-10002486,2018-07-13,Other,75.38,Completed,2026-08-06 01:42:10.267403
360,6052,OFF-AP-10001205,2016-05-02,Late Delivery,245.16,Approved,2026-08-06 01:42:10.267403
361,4845,OFF-BI-10004140,2015-04-29,Customer Changed Mind,6.46,Completed,2026-08-06 01:42:10.267403
362,4569,OFF-BI-10003291,2016-12-02,Customer Changed Mind,9.43,Completed,2026-08-06 01:42:10.267403
363,2097,OFF-AR-10004602,2017-06-11,Customer Changed Mind,82.76,Completed,2026-08-06 01:42:10.267403
364,1825,OFF-BI-10003694,2017-12-27,Wrong Item,28.19,Completed,2026-08-06 01:42:10.267403
365,6518,OFF-AR-10001915,2018-10-08,Defective Product,89.37,Completed,2026-08-06 01:42:10.267403
366,9630,OFF-BI-10003476,2015-01-23,Damaged Product,3.1,Rejected,2026-08-06 01:42:10.267403
367,76,OFF-BI-10004182,2018-12-15,Late Delivery,1.13,Completed,2026-08-06 01:42:10.267403
368,4610,OFF-PA-10004255,2016-06-12,Defective Product,40.82,Rejected,2026-08-06 01:42:10.267403
369,2543,OFF-AP-10002191,2015-10-19,Other,129.56,Completed,2026-08-06 01:42:10.267403
370,773,OFF-BI-10000301,2018-02-27,Other,29.12,Completed,2026-08-06 01:42:10.267403
371,5546,OFF-ST-10001590,2018-10-18,Defective Product,60.66,Completed,2026-08-06 01:42:10.267403
372,7991,TEC-AC-10003433,2017-09-13,Other,1.78,Requested,2026-08-06 01:42:10.267403
373,3363,OFF-PA-10004451,2016-12-31,Customer Changed Mind,17.5,Completed,2026-08-06 01:42:10.267403
374,5026,TEC-PH-10003012,2018-08-04,Late Delivery,415.77,Completed,2026-08-06 01:42:10.267403
375,8543,FUR-CH-10001270,2017-01-14,Other,380.37,Completed,2026-08-06 01:42:10.267403
376,9639,OFF-PA-10001846,2018-12-01,Customer Changed Mind,10.4,Completed,2026-08-06 01:42:10.267403
377,8555,FUR-TA-10002530,2017-12-19,Other,951.17,Completed,2026-08-06 01:42:10.267403
378,3811,TEC-PH-10000441,2016-11-28,Wrong Item,90.71,Requested,2026-08-06 01:42:10.267403
379,9461,OFF-PA-10003591,2015-12-03,Other,31.0,Requested,2026-08-06 01:42:10.267403
380,3927,FUR-FU-10004671,2015-09-24,Customer Changed Mind,31.81,Completed,2026-08-06 01:42:10.267403
381,5796,OFF-ST-10002615,2015-10-25,Damaged Product,1255.99,Completed,2026-08-06 01:42:10.267403
382,8710,FUR-BO-10004015,2015-12-01,Late Delivery,275.37,Rejected,2026-08-06 01:42:10.267403
383,5697,OFF-BI-10000309,2018-11-10,Customer Changed Mind,24.66,Completed,2026-08-06 01:42:10.267403
384,1065,TEC-PH-10002115,2016-05-06,Customer Changed Mind,106.9,Completed,2026-08-06 01:42:10.267403
385,8174,OFF-BI-10003291,2015-08-07,Defective Product,37.71,Completed,2026-08-06 01:42:10.267403
386,650,TEC-PH-10003273,2017-12-16,Defective Product,272.14,Rejected,2026-08-06 01:42:10.267403
387,5019,TEC-AC-10003832,2015-12-09,Customer Changed Mind,695.22,Completed,2026-08-06 01:42:10.267403
388,1604,OFF-AR-10001044,2018-12-09,Defective Product,140.35,Completed,2026-08-06 01:42:10.267403
389,9156,OFF-PA-10001804,2015-02-03,Damaged Product,36.07,Completed,2026-08-06 01:42:10.267403
390,2566,TEC-AC-10003116,2019-01-11,Late Delivery,63.9,Completed,2026-08-06 01:42:10.267403
391,3603,FUR-CH-10004997,2015-11-25,Customer Changed Mind,592.14,Completed,2026-08-06 01:42:10.267403
392,6832,OFF-AP-10002287,2018-08-02,Late Delivery,15.73,Approved,2026-08-06 01:42:10.267403
393,9500,OFF-PA-10003673,2018-11-10,Defective Product,61.02,Rejected,2026-08-06 01:42:10.267403
394,5399,OFF-BI-10002764,2017-10-26,Other,2.62,Completed,2026-08-06 01:42:10.267403
395,2448,FUR-CH-10000988,2017-11-28,Damaged Product,443.56,Completed,2026-08-06 01:42:10.267403
396,3964,FUR-FU-10004018,2018-03-10,Late Delivery,40.2,Completed,2026-08-06 01:42:10.267403
397,6597,OFF-PA-10001804,2018-05-20,Customer Changed Mind,4.81,Completed,2026-08-06 01:42:10.267403
398,6335,OFF-PA-10001970,2015-07-26,Other,44.21,Completed,2026-08-06 01:42:10.267403
399,6330,OFF-AP-10002311,2015-01-30,Damaged Product,222.95,Rejected,2026-08-06 01:42:10.267403
400,234,OFF-BI-10001679,2018-04-21,Damaged Product,4.8,Completed,2026-08-06 01:42:10.267403
401,4898,FUR-CH-10003761,2015-11-12,Defective Product,165.03,Completed,2026-08-06 01:42:10.267403
402,5005,TEC-AC-10002550,2015-05-10,Wrong Item,43.01,Completed,2026-08-06 01:42:10.267403
403,6085,TEC-AC-10000387,2017-12-07,Wrong Item,21.63,Completed,2026-08-06 01:42:10.267403
404,5089,OFF-BI-10003529,2016-03-24,Wrong Item,2.3,Completed,2026-08-06 01:42:10.267403
405,3759,OFF-AR-10003602,2016-10-02,Customer Changed Mind,10.51,Completed,2026-08-06 01:42:10.267403
406,4135,TEC-MA-10000029,2015-09-23,Wrong Item,188.97,Completed,2026-08-06 01:42:10.267403
407,7890,OFF-AR-10003811,2018-01-14,Damaged Product,17.9,Rejected,2026-08-06 01:42:10.267403
408,238,OFF-PA-10003349,2017-06-22,Late Delivery,23.33,Completed,2026-08-06 01:42:10.267403
409,8766,OFF-BI-10000756,2016-12-12,Damaged Product,1.53,Completed,2026-08-06 01:42:10.267403
410,1503,TEC-PH-10001300,2017-12-02,Customer Changed Mind,30.17,Completed,2026-08-06 01:42:10.267403
411,6380,OFF-ST-10003692,2018-04-20,Defective Product,257.54,Rejected,2026-08-06 01:42:10.267403
412,5239,TEC-AC-10003628,2015-10-09,Wrong Item,53.98,Completed,2026-08-06 01:42:10.267403
413,2902,OFF-PA-10003656,2018-09-18,Late Delivery,166.19,Approved,2026-08-06 01:42:10.267403
414,8241,FUR-FU-10000175,2018-11-10,Customer Changed Mind,39.55,Requested,2026-08-06 01:42:10.267403
415,980,OFF-PA-10004156,2016-12-19,Defective Product,30.62,Rejected,2026-08-06 01:42:10.267403
416,2595,OFF-EN-10003296,2018-06-07,Customer Changed Mind,162.86,Completed,2026-08-06 01:42:10.267403
417,4958,OFF-BI-10001308,2016-04-02,Defective Product,2.26,Completed,2026-08-06 01:42:10.267403
418,7724,FUR-CH-10003981,2016-10-09,Defective Product,161.9,Completed,2026-08-06 01:42:10.267403
419,4916,OFF-BI-10001097,2016-10-15,Defective Product,13.46,Completed,2026-08-06 01:42:10.267403
420,5533,TEC-AC-10003038,2017-06-19,Wrong Item,24.17,Completed,2026-08-06 01:42:10.267403
421,5891,OFF-PA-10001790,2017-12-12,Other,34.59,Requested,2026-08-06 01:42:10.267403
422,1857,OFF-ST-10000563,2018-05-24,Customer Changed Mind,115.13,Completed,2026-08-06 01:42:10.267403
423,6239,FUR-FU-10004597,2016-12-31,Other,149.85,Completed,2026-08-06 01:42:10.267403
424,1218,FUR-FU-10001867,2018-10-02,Damaged Product,15.32,Completed,2026-08-06 01:42:10.267403
425,8325,OFF-ST-10001321,2018-09-13,Customer Changed Mind,55.51,Completed,2026-08-06 01:42:10.267403
426,3496,FUR-CH-10000665,2018-10-20,Late Delivery,543.53,Completed,2026-08-06 01:42:10.267403
427,2377,OFF-BI-10001718,2015-08-26,Wrong Item,69.1,Completed,2026-08-06 01:42:10.267403
428,6702,FUR-FU-10001986,2016-05-27,Damaged Product,146.83,Approved,2026-08-06 01:42:10.267403
429,3473,TEC-AC-10003614,2018-12-10,Other,16.69,Completed,2026-08-06 01:42:10.267403
430,7299,FUR-TA-10002533,2015-12-17,Customer Changed Mind,262.89,Completed,2026-08-06 01:42:10.267403
431,3054,TEC-PH-10002555,2017-04-18,Damaged Product,466.11,Completed,2026-08-06 01:42:10.267403
432,3122,OFF-AR-10000380,2016-07-08,Defective Product,54.69,Approved,2026-08-06 01:42:10.267403
433,8678,FUR-TA-10004607,2018-11-01,Defective Product,465.67,Completed,2026-08-06 01:42:10.267403
434,686,TEC-AC-10003911,2015-07-21,Defective Product,431.97,Completed,2026-08-06 01:42:10.267403
435,8917,OFF-AP-10000390,2017-05-31,Wrong Item,43.9,Completed,2026-08-06 01:42:10.267403
436,2132,FUR-FU-10000076,2015-06-01,Defective Product,125.87,Approved,2026-08-06 01:42:10.267403
437,8988,TEC-PH-10001700,2016-12-21,Damaged Product,95.02,Completed,2026-08-06 01:42:10.267403
438,1543,OFF-FA-10001561,2015-04-03,Wrong Item,9.41,Completed,2026-08-06 01:42:10.267403
439,4587,OFF-BI-10003718,2018-11-19,Customer Changed Mind,531.32,Completed,2026-08-06 01:42:10.267403
440,1727,OFF-AP-10003860,2016-12-26,Other,79.95,Completed,2026-08-06 01:42:10.267403
441,3538,OFF-ST-10000107,2015-05-27,Late Delivery,74.93,Completed,2026-08-06 01:42:10.267403
442,7775,OFF-EN-10001509,2017-04-18,Other,5.51,Completed,2026-08-06 01:42:10.267403
443,9725,OFF-EN-10004459,2016-12-10,Other,11.0,Completed,2026-08-06 01:42:10.267403
444,3399,TEC-PH-10002923,2015-12-20,Customer Changed Mind,33.29,Completed,2026-08-06 01:42:10.267403
445,5424,OFF-PA-10001215,2018-12-02,Damaged Product,23.76,Completed,2026-08-06 01:42:10.267403
446,8348,FUR-FU-10002445,2016-05-28,Defective Product,8.53,Completed,2026-08-06 01:42:10.267403
447,7277,TEC-AC-10004171,2015-11-09,Other,719.93,Completed,2026-08-06 01:42:10.267403
448,9026,TEC-AC-10000397,2017-07-02,Defective Product,125.96,Completed,2026-08-06 01:42:10.267403
449,5073,TEC-PH-10001128,2015-09-05,Customer Changed Mind,269.98,Completed,2026-08-06 01:42:10.267403
450,8837,OFF-AR-10000034,2018-10-11,Other,11.45,Completed,2026-08-06 01:42:10.267403
451,161,OFF-PA-10002751,2017-05-27,Other,5.38,Requested,2026-08-06 01:42:10.267403
452,262,OFF-AP-10002203,2018-06-25,Late Delivery,1.46,Approved,2026-08-06 01:42:10.267403
453,788,FUR-CH-10004675,2016-12-30,Defective Product,314.04,Completed,2026-08-06 01:42:10.267403
454,3294,FUR-FU-10001852,2016-01-19,Damaged Product,3.13,Completed,2026-08-06 01:42:10.267403
455,2688,OFF-BI-10002003,2017-08-22,Damaged Product,3.58,Completed,2026-08-06 01:42:10.267403
456,7786,OFF-LA-10002762,2015-12-15,Late Delivery,22.55,Completed,2026-08-06 01:42:10.267403
457,382,OFF-PA-10004734,2017-11-09,Late Delivery,45.86,Approved,2026-08-06 01:42:10.267403
458,4630,OFF-ST-10004258,2017-11-23,Late Delivery,32.97,Rejected,2026-08-06 01:42:10.267403
459,9034,OFF-BI-10001359,2015-09-16,Late Delivery,1614.58,Completed,2026-08-06 01:42:10.267403
460,7464,OFF-AR-10003338,2017-09-27,Damaged Product,13.39,Completed,2026-08-06 01:42:10.267403
461,369,OFF-ST-10002406,2017-11-14,Customer Changed Mind,94.31,Completed,2026-08-06 01:42:10.267403
462,8770,TEC-PH-10001870,2017-10-07,Late Delivery,132.26,Rejected,2026-08-06 01:42:10.267403
463,6669,OFF-SU-10004661,2018-06-05,Customer Changed Mind,15.3,Completed,2026-08-06 01:42:10.267403
464,3864,OFF-AR-10001770,2018-11-05,Damaged Product,9.58,Completed,2026-08-06 01:42:10.267403
465,6416,OFF-PA-10003395,2018-09-11,Defective Product,75.49,Completed,2026-08-06 01:42:10.267403
466,9300,OFF-BI-10003676,2016-04-23,Damaged Product,3.88,Rejected,2026-08-06 01:42:10.267403
467,6753,OFF-PA-10003039,2017-07-06,Customer Changed Mind,55.76,Completed,2026-08-06 01:42:10.267403
468,946,OFF-BI-10002931,2016-06-24,Late Delivery,150.98,Completed,2026-08-06 01:42:10.267403
469,1934,FUR-FU-10001706,2018-08-20,Defective Product,13.86,Completed,2026-08-06 01:42:10.267403
470,4231,OFF-BI-10003429,2018-07-16,Wrong Item,10.25,Requested,2026-08-06 01:42:10.267403
471,2759,FUR-FU-10004270,2017-03-25,Other,69.23,Completed,2026-08-06 01:42:10.267403
472,1515,OFF-BI-10001636,2018-09-07,Customer Changed Mind,6.07,Completed,2026-08-06 01:42:10.267403
473,6855,OFF-ST-10001522,2019-01-02,Customer Changed Mind,331.16,Completed,2026-08-06 01:42:10.267403
474,9558,FUR-FU-10004586,2015-10-30,Damaged Product,4.78,Completed,2026-08-06 01:42:10.267403
475,6934,FUR-FU-10001057,2015-07-28,Late Delivery,28.78,Completed,2026-08-06 01:42:10.267403
476,6667,FUR-FU-10000719,2018-06-03,Wrong Item,38.57,Completed,2026-08-06 01:42:10.267403
477,4895,OFF-PA-10004327,2018-01-17,Other,43.11,Completed,2026-08-06 01:42:10.267403
478,2633,FUR-CH-10002017,2018-05-28,Other,38.36,Completed,2026-08-06 01:42:10.267403
479,156,OFF-ST-10001590,2016-06-11,Damaged Product,72.79,Completed,2026-08-06 01:42:10.267403
480,918,OFF-BI-10002706,2015-07-08,Damaged Product,7.71,Completed,2026-08-06 01:42:10.267403
481,9388,OFF-PA-10001970,2018-02-06,Late Delivery,11.05,Completed,2026-08-06 01:42:10.267403
482,6443,OFF-PA-10001295,2017-11-05,Other,34.15,Completed,2026-08-06 01:42:10.267403
483,6545,OFF-BI-10003007,2018-06-08,Other,52.35,Completed,2026-08-06 01:42:10.267403
484,4090,OFF-LA-10001297,2017-04-21,Late Delivery,18.63,Rejected,2026-08-06 01:42:10.267403
485,1530,OFF-PA-10001274,2016-11-17,Damaged Product,6.57,Rejected,2026-08-06 01:42:10.267403
486,100,OFF-PA-10003256,2017-09-03,Late Delivery,58.16,Rejected,2026-08-06 01:42:10.267403
487,1538,TEC-PH-10000439,2018-10-03,Defective Product,35.99,Completed,2026-08-06 01:42:10.267403
488,782,OFF-BI-10001098,2016-10-15,Defective Product,28.86,Approved,2026-08-06 01:42:10.267403
489,1233,OFF-EN-10003055,2016-11-13,Customer Changed Mind,71.96,Completed,2026-08-06 01:42:10.267403
490,46,OFF-BI-10003291,2017-04-06,Late Delivery,15.71,Completed,2026-08-06 01:42:10.267403
