row_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,country,city,state,postal_code,region,sales,created_at,delivery_days,order_month,order_quarter,order_year,weekend_order,high_value_order,sales_category,order_frequency,customer_total_sales,return_flag
1145,CA-2015-146969,2015-09-29,2015-10-03,Standard Class,AP-10915,TEC-MA-10004241,United States,Los Angeles,California,90045.0,West,686.32,2026-08-04 15:34:05.274309,4,September,Q3,2015,False,True,High,31,3323.55,False
1146,CA-2015-146969,2015-09-29,2015-10-03,Standard Class,AP-10915,OFF-ST-10004340,United States,Los Angeles,California,90045.0,West,62.18,2026-08-04 15:34:05.274309,4,September,Q3,2015,False,False,Low,31,3323.55,False
1147,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,OFF-AP-10003849,United States,Lansing,Michigan,48911.0,Central,644.08,2026-08-04 15:34:05.274309,0,April,Q2,2016,False,True,High,17,2461.41,False
1148,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,OFF-FA-10000735,United States,Lansing,Michigan,48911.0,Central,5.84,2026-08-04 15:34:05.274309,0,April,Q2,2016,False,False,Low,17,2461.41,False
1149,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,OFF-BI-10003350,United States,Lansing,Michigan,48911.0,Central,12.76,2026-08-04 15:34:05.274309,0,April,Q2,2016,False,False,Low,17,2461.41,True
1150,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,TEC-PH-10000307,United States,Lansing,Michigan,48911.0,Central,10.95,2026-08-04 15:34:05.274309,0,April,Q2,2016,False,False,Low,17,2461.41,False
1151,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,TEC-CO-10004202,United States,Lansing,Michigan,48911.0,Central,599.98,2026-08-04 15:34:05.274309,0,April,Q2,2016,False,True,High,17,2461.41,False
1152,CA-2016-113971,2016-05-08,2016-05-14,Standard Class,CB-12535,FUR-FU-10001852,United States,Cuyahoga Falls,Ohio,44221.0,East,8.35,2026-08-04 15:34:05.274309,6,May,Q2,2016,True,False,Low,19,4246.46,False
1153,CA-2017-160395,2017-12-31,2018-01-06,Standard Class,KL-16555,OFF-AR-10003759,United States,Reno,Nevada,89502.0,West,3.64,2026-08-04 15:34:05.274309,6,December,Q4,2017,True,False,Low,22,5016.47,False
1154,CA-2017-160395,2017-12-31,2018-01-06,Standard Class,KL-16555,OFF-BI-10003984,United States,Reno,Nevada,89502.0,West,159.77,2026-08-04 15:34:05.274309,6,December,Q4,2017,True,False,Medium,22,5016.47,False
1155,CA-2015-136567,2015-12-20,2015-12-21,First Class,PS-19045,OFF-ST-10004337,United States,Harrisonburg,Virginia,22801.0,South,122.48,2026-08-04 15:34:05.274309,1,December,Q4,2015,True,False,Medium,13,6843.629999999999,False
1156,CA-2015-136567,2015-12-20,2015-12-21,First Class,PS-19045,FUR-TA-10001932,United States,Harrisonburg,Virginia,22801.0,South,2244.48,2026-08-04 15:34:05.274309,1,December,Q4,2015,True,True,High,13,6843.629999999999,False
1157,CA-2015-136567,2015-12-20,2015-12-21,First Class,PS-19045,OFF-BI-10003982,United States,Harrisonburg,Virginia,22801.0,South,62.31,2026-08-04 15:34:05.274309,1,December,Q4,2015,True,False,Low,13,6843.629999999999,False
1158,CA-2015-136567,2015-12-20,2015-12-21,First Class,PS-19045,FUR-TA-10000617,United States,Harrisonburg,Virginia,22801.0,South,455.1,2026-08-04 15:34:05.274309,1,December,Q4,2015,True,False,Medium,13,6843.629999999999,False
1159,CA-2017-149314,2017-07-02,2017-07-07,Second Class,GB-14530,FUR-CH-10002126,United States,Los Angeles,California,90004.0,West,195.18,2026-08-04 15:34:05.274309,5,July,Q3,2017,True,False,Medium,20,1568.44,False
1160,CA-2018-147039,2018-06-29,2018-07-04,Standard Class,AA-10315,OFF-AP-10000576,United States,Minneapolis,Minnesota,55407.0,Central,362.94,2026-08-04 15:34:05.274309,5,June,Q2,2018,False,False,Medium,11,5563.56,False
1161,CA-2018-147039,2018-06-29,2018-07-04,Standard Class,AA-10315,OFF-BI-10004654,United States,Minneapolis,Minnesota,55407.0,Central,11.54,2026-08-04 15:34:05.274309,5,June,Q2,2018,False,False,Low,11,5563.56,False
1162,CA-2015-126522,2015-09-01,2015-09-05,Second Class,LT-16765,OFF-AR-10004042,United States,Escondido,California,92025.0,West,53.94,2026-08-04 15:34:05.274309,4,September,Q3,2015,False,False,Low,3,329.87,False
1163,CA-2015-127964,2015-03-03,2015-03-08,Standard Class,AP-10720,TEC-PH-10004700,United States,New York City,New York,10035.0,East,9.99,2026-08-04 15:34:05.274309,5,March,Q1,2015,False,False,Low,10,545.9300000000001,False
1164,CA-2015-127964,2015-03-03,2015-03-08,Standard Class,AP-10720,OFF-BI-10004593,United States,New York City,New York,10035.0,East,125.76,2026-08-04 15:34:05.274309,5,March,Q1,2015,False,False,Medium,10,545.9300000000001,False
1165,CA-2015-127964,2015-03-03,2015-03-08,Standard Class,AP-10720,OFF-BI-10003429,United States,New York City,New York,10035.0,East,25.32,2026-08-04 15:34:05.274309,5,March,Q1,2015,False,False,Low,10,545.9300000000001,False
1166,CA-2015-117709,2015-05-04,2015-05-08,Standard Class,PM-18940,OFF-BI-10001294,United States,Jackson,Michigan,49201.0,Central,46.8,2026-08-04 15:34:05.274309,4,May,Q2,2015,False,False,Low,4,1405.3999999999999,False
1167,CA-2016-125416,2016-11-02,2016-11-02,Same Day,KC-16540,TEC-AC-10001552,United States,Seattle,Washington,98115.0,West,447.93,2026-08-04 15:34:05.274309,0,November,Q4,2016,False,False,Medium,5,3908.27,False
1168,CA-2018-145226,2018-12-08,2018-12-10,Second Class,DL-13315,FUR-FU-10004952,United States,New York City,New York,10035.0,East,109.48,2026-08-04 15:34:05.274309,2,December,Q4,2018,True,False,Medium,17,1458.25,False
1169,CA-2018-145226,2018-12-08,2018-12-10,Second Class,DL-13315,OFF-ST-10004123,United States,New York City,New York,10035.0,East,272.94,2026-08-04 15:34:05.274309,2,December,Q4,2018,True,False,Medium,17,1458.25,False
1170,CA-2018-145226,2018-12-08,2018-12-10,Second Class,DL-13315,OFF-PA-10003172,United States,New York City,New York,10035.0,East,19.44,2026-08-04 15:34:05.274309,2,December,Q4,2018,True,False,Low,17,1458.25,False
1171,CA-2018-145226,2018-12-08,2018-12-10,Second Class,DL-13315,OFF-ST-10002352,United States,New York City,New York,10035.0,East,31.92,2026-08-04 15:34:05.274309,2,December,Q4,2018,True,False,Low,17,1458.25,True
1172,US-2015-100279,2015-03-10,2015-03-14,Standard Class,SW-20275,OFF-PA-10002259,United States,Royal Oak,Michigan,48073.0,Central,22.38,2026-08-04 15:34:05.274309,4,March,Q1,2015,False,False,Low,7,1966.65,False
1173,CA-2015-158064,2015-04-21,2015-04-25,Standard Class,AA-10375,OFF-BI-10002976,United States,Los Angeles,California,90008.0,West,16.52,2026-08-04 15:34:05.274309,4,April,Q2,2015,False,False,Low,15,1056.39,False
1174,US-2016-104430,2016-10-22,2016-10-26,Standard Class,LT-17110,OFF-BI-10000301,United States,Bloomington,Illinois,61701.0,Central,5.18,2026-08-04 15:34:05.274309,4,October,Q4,2016,True,False,Low,14,2936.26,False
1175,CA-2016-132080,2016-08-22,2016-08-25,First Class,DP-13105,OFF-BI-10003694,United States,New York City,New York,10035.0,East,50.11,2026-08-04 15:34:05.274309,3,August,Q3,2016,False,False,Low,14,2214.9900000000002,False
1176,CA-2017-161207,2017-08-29,2017-09-03,Standard Class,AB-10060,OFF-SU-10000381,United States,Concord,New Hampshire,3301.0,East,27.93,2026-08-04 15:34:05.274309,5,August,Q3,2017,False,False,Low,18,7755.63,False
1177,CA-2015-120243,2015-12-27,2015-12-30,Second Class,AT-10435,OFF-LA-10004425,United States,Los Angeles,California,90004.0,West,11.56,2026-08-04 15:34:05.274309,3,December,Q4,2015,True,False,Low,8,1166.0700000000002,False
1178,CA-2017-113621,2017-12-01,2017-12-05,Standard Class,JE-15745,FUR-CH-10001270,United States,Rockville,Maryland,20852.0,East,172.5,2026-08-04 15:34:05.274309,4,December,Q4,2017,False,False,Medium,23,6760.8099999999995,False
1179,CA-2017-113621,2017-12-01,2017-12-05,Standard Class,JE-15745,TEC-PH-10003931,United States,Rockville,Maryland,20852.0,East,179.97,2026-08-04 15:34:05.274309,4,December,Q4,2017,False,False,Medium,23,6760.8099999999995,False
1180,CA-2017-168081,2017-04-24,2017-04-27,Second Class,CA-12055,TEC-AC-10003174,United States,Houston,Texas,77070.0,Central,258.7,2026-08-04 15:34:05.274309,3,April,Q2,2017,False,False,Medium,10,1679.72,False
1181,CA-2015-128146,2015-06-21,2015-06-25,Standard Class,DB-13060,TEC-PH-10004539,United States,Lakewood,New Jersey,8701.0,East,1322.93,2026-08-04 15:34:05.274309,4,June,Q2,2015,True,True,High,10,4151.51,False
1182,CA-2015-128146,2015-06-21,2015-06-25,Standard Class,DB-13060,OFF-AR-10001919,United States,Lakewood,New Jersey,8701.0,East,3.76,2026-08-04 15:34:05.274309,4,June,Q2,2015,True,False,Low,10,4151.51,False
1183,CA-2018-138779,2018-01-14,2018-01-15,First Class,RB-19570,OFF-EN-10002504,United States,Jacksonville,North Carolina,28540.0,South,21.74,2026-08-04 15:34:05.274309,1,January,Q1,2018,True,False,Low,9,528.53,False
1184,CA-2018-138779,2018-01-14,2018-01-15,First Class,RB-19570,TEC-PH-10003655,United States,Jacksonville,North Carolina,28540.0,South,7.92,2026-08-04 15:34:05.274309,1,January,Q1,2018,True,False,Low,9,528.53,True
1185,CA-2015-127131,2015-11-24,2015-11-30,Standard Class,HR-14830,OFF-BI-10004656,United States,Seattle,Washington,98103.0,West,12.1,2026-08-04 15:34:05.274309,6,November,Q4,2015,False,False,Low,14,5248.8,False
1186,CA-2015-127131,2015-11-24,2015-11-30,Standard Class,HR-14830,OFF-ST-10002344,United States,Seattle,Washington,98103.0,West,485.88,2026-08-04 15:34:05.274309,6,November,Q4,2015,False,False,Medium,14,5248.8,False
1187,CA-2015-127131,2015-11-24,2015-11-30,Standard Class,HR-14830,OFF-PA-10001800,United States,Seattle,Washington,98103.0,West,25.92,2026-08-04 15:34:05.274309,6,November,Q4,2015,False,False,Low,14,5248.8,False
1188,CA-2015-127131,2015-11-24,2015-11-30,Standard Class,HR-14830,OFF-ST-10000036,United States,Seattle,Washington,98103.0,West,197.58,2026-08-04 15:34:05.274309,6,November,Q4,2015,False,False,Medium,14,5248.8,False
1189,CA-2018-117212,2018-02-26,2018-02-28,Second Class,BT-11530,OFF-AP-10004532,United States,Los Angeles,California,90036.0,West,81.92,2026-08-04 15:34:05.274309,2,February,Q1,2018,False,False,Low,10,2684.5,False
1190,CA-2018-117212,2018-02-26,2018-02-28,Second Class,BT-11530,TEC-PH-10004447,United States,Los Angeles,California,90036.0,West,889.54,2026-08-04 15:34:05.274309,2,February,Q1,2018,False,True,High,10,2684.5,False
1191,CA-2018-117212,2018-02-26,2018-02-28,Second Class,BT-11530,FUR-CH-10003973,United States,Los Angeles,California,90036.0,West,892.22,2026-08-04 15:34:05.274309,2,February,Q1,2018,False,True,High,10,2684.5,False
1192,CA-2018-117212,2018-02-26,2018-02-28,Second Class,BT-11530,OFF-PA-10001970,United States,Los Angeles,California,90036.0,West,223.92,2026-08-04 15:34:05.274309,2,February,Q1,2018,False,False,Medium,10,2684.5,False
1193,CA-2018-117212,2018-02-26,2018-02-28,Second Class,BT-11530,OFF-PA-10000682,United States,Los Angeles,California,90036.0,West,23.12,2026-08-04 15:34:05.274309,2,February,Q1,2018,False,False,Low,10,2684.5,False
1194,US-2016-130519,2016-09-15,2016-09-15,Same Day,NG-18355,OFF-PA-10001937,United States,Coral Springs,Florida,33065.0,South,15.55,2026-08-04 15:34:05.274309,0,September,Q3,2016,False,False,Low,16,1869.57,False
1195,US-2016-130519,2016-09-15,2016-09-15,Same Day,NG-18355,FUR-FU-10002268,United States,Coral Springs,Florida,33065.0,South,15.71,2026-08-04 15:34:05.274309,0,September,Q3,2016,False,False,Low,16,1869.57,True
1196,US-2016-130519,2016-09-15,2016-09-15,Same Day,NG-18355,OFF-ST-10001321,United States,Coral Springs,Florida,33065.0,South,24.67,2026-08-04 15:34:05.274309,0,September,Q3,2016,False,False,Low,16,1869.57,False
1197,US-2016-130519,2016-09-15,2016-09-15,Same Day,NG-18355,FUR-FU-10003394,United States,Coral Springs,Florida,33065.0,South,55.97,2026-08-04 15:34:05.274309,0,September,Q3,2016,False,False,Low,16,1869.57,False
1198,CA-2017-130946,2017-04-08,2017-04-12,Standard Class,ZC-21910,TEC-AC-10001990,United States,Houston,Texas,77041.0,Central,431.93,2026-08-04 15:34:05.274309,4,April,Q2,2017,True,False,Medium,31,8025.7,False
1199,CA-2017-130946,2017-04-08,2017-04-12,Standard Class,ZC-21910,FUR-CH-10004540,United States,Houston,Texas,77041.0,Central,95.98,2026-08-04 15:34:05.274309,4,April,Q2,2017,True,False,Low,31,8025.7,False
1200,CA-2017-130946,2017-04-08,2017-04-12,Standard Class,ZC-21910,OFF-BI-10004995,United States,Houston,Texas,77041.0,Central,1088.79,2026-08-04 15:34:05.274309,4,April,Q2,2017,True,True,High,31,8025.7,False
1201,CA-2017-114727,2017-07-18,2017-07-24,Standard Class,LS-16945,FUR-CH-10002335,United States,Denver,Colorado,80219.0,West,544.01,2026-08-04 15:34:05.274309,6,July,Q3,2017,False,True,High,14,2845.27,False
1202,CA-2017-114727,2017-07-18,2017-07-24,Standard Class,LS-16945,OFF-BI-10004967,United States,Denver,Colorado,80219.0,West,1.87,2026-08-04 15:34:05.274309,6,July,Q3,2017,False,False,Low,14,2845.27,False
1203,CA-2017-114727,2017-07-18,2017-07-24,Standard Class,LS-16945,FUR-CH-10002331,United States,Denver,Colorado,80219.0,West,854.35,2026-08-04 15:34:05.274309,6,July,Q3,2017,False,True,High,14,2845.27,False
1204,CA-2017-114727,2017-07-18,2017-07-24,Standard Class,LS-16945,OFF-ST-10002292,United States,Denver,Colorado,80219.0,West,593.57,2026-08-04 15:34:05.274309,6,July,Q3,2017,False,True,High,14,2845.27,False
1205,CA-2017-114727,2017-07-18,2017-07-24,Standard Class,LS-16945,OFF-ST-10000689,United States,Denver,Colorado,80219.0,West,338.04,2026-08-04 15:34:05.274309,6,July,Q3,2017,False,False,Medium,14,2845.27,False
1206,CA-2018-133235,2018-08-01,2018-08-04,First Class,LH-16750,TEC-PH-10002660,United States,Charlotte,North Carolina,28205.0,South,271.96,2026-08-04 15:34:05.274309,3,August,Q3,2018,False,False,Medium,3,287.43,False
1207,CA-2017-137050,2017-07-14,2017-07-18,Second Class,SW-20755,OFF-ST-10004634,United States,New York City,New York,10009.0,East,11.21,2026-08-04 15:34:05.274309,4,July,Q3,2017,False,False,Low,8,758.6899999999999,False
1208,CA-2017-137050,2017-07-14,2017-07-18,Second Class,SW-20755,OFF-BI-10002160,United States,New York City,New York,10009.0,East,9.14,2026-08-04 15:34:05.274309,4,July,Q3,2017,False,False,Low,8,758.6899999999999,False
1209,CA-2017-137050,2017-07-14,2017-07-18,Second Class,SW-20755,OFF-FA-10002988,United States,New York City,New York,10009.0,East,14.07,2026-08-04 15:34:05.274309,4,July,Q3,2017,False,False,Low,8,758.6899999999999,False
1210,CA-2017-137050,2017-07-14,2017-07-18,Second Class,SW-20755,OFF-AR-10004999,United States,New York City,New York,10009.0,East,41.86,2026-08-04 15:34:05.274309,4,July,Q3,2017,False,False,Low,8,758.6899999999999,False
1211,CA-2017-137050,2017-07-14,2017-07-18,Second Class,SW-20755,OFF-BI-10001031,United States,New York City,New York,10009.0,East,8.54,2026-08-04 15:34:05.274309,4,July,Q3,2017,False,False,Low,8,758.6899999999999,False
1212,CA-2017-137050,2017-07-14,2017-07-18,Second Class,SW-20755,FUR-BO-10004695,United States,New York City,New York,10009.0,East,579.14,2026-08-04 15:34:05.274309,4,July,Q3,2017,False,True,High,8,758.6899999999999,False
1213,US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,FUR-CH-10004860,United States,Philadelphia,Pennsylvania,19134.0,East,141.37,2026-08-04 15:34:05.274309,4,September,Q3,2018,True,False,Medium,24,5440.32,False
1214,US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,OFF-BI-10002432,United States,Philadelphia,Pennsylvania,19134.0,East,3.04,2026-08-04 15:34:05.274309,4,September,Q3,2018,True,False,Low,24,5440.32,False
1215,US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,OFF-BI-10000069,United States,Philadelphia,Pennsylvania,19134.0,East,4.5,2026-08-04 15:34:05.274309,4,September,Q3,2018,True,False,Low,24,5440.32,False
1216,US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,OFF-AR-10003602,United States,Philadelphia,Pennsylvania,19134.0,East,4.67,2026-08-04 15:34:05.274309,4,September,Q3,2018,True,False,Low,24,5440.32,True
1217,US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,TEC-AC-10004469,United States,Philadelphia,Pennsylvania,19134.0,East,95.88,2026-08-04 15:34:05.274309,4,September,Q3,2018,True,False,Low,24,5440.32,False
1218,US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,FUR-FU-10001867,United States,Philadelphia,Pennsylvania,19134.0,East,17.02,2026-08-04 15:34:05.274309,4,September,Q3,2018,True,False,Low,24,5440.32,True
1219,US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,TEC-AC-10003174,United States,Philadelphia,Pennsylvania,19134.0,East,258.7,2026-08-04 15:34:05.274309,4,September,Q3,2018,True,False,Medium,24,5440.32,False
1220,US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,TEC-PH-10002200,United States,Philadelphia,Pennsylvania,19134.0,East,1931.96,2026-08-04 15:34:05.274309,4,September,Q3,2018,True,True,High,24,5440.32,False
1221,CA-2015-110184,2015-07-12,2015-07-16,Standard Class,BF-11170,OFF-ST-10000107,United States,Los Angeles,California,90036.0,West,249.75,2026-08-04 15:34:05.274309,4,July,Q3,2015,True,False,Medium,27,5907.97,False
1222,CA-2015-110184,2015-07-12,2015-07-16,Standard Class,BF-11170,TEC-PH-10000439,United States,Los Angeles,California,90036.0,West,255.94,2026-08-04 15:34:05.274309,4,July,Q3,2015,True,False,Medium,27,5907.97,False
1223,CA-2017-126004,2017-12-04,2017-12-05,First Class,BM-11140,FUR-FU-10001602,United States,New York City,New York,10024.0,East,113.79,2026-08-04 15:34:05.274309,1,December,Q4,2017,False,False,Medium,16,11789.64,False
1224,CA-2017-126004,2017-12-04,2017-12-05,First Class,BM-11140,TEC-AC-10001432,United States,New York City,New York,10024.0,East,78.15,2026-08-04 15:34:05.274309,1,December,Q4,2017,False,False,Low,16,11789.64,False
1225,CA-2017-126004,2017-12-04,2017-12-05,First Class,BM-11140,OFF-BI-10004656,United States,New York City,New York,10024.0,East,1.73,2026-08-04 15:34:05.274309,1,December,Q4,2017,False,False,Low,16,11789.64,False
1226,CA-2017-126004,2017-12-04,2017-12-05,First Class,BM-11140,OFF-PA-10001685,United States,New York City,New York,10024.0,East,40.56,2026-08-04 15:34:05.274309,1,December,Q4,2017,False,False,Low,16,11789.64,True
1227,CA-2017-126004,2017-12-04,2017-12-05,First Class,BM-11140,OFF-ST-10001418,United States,New York City,New York,10024.0,East,182.94,2026-08-04 15:34:05.274309,1,December,Q4,2017,False,False,Medium,16,11789.64,False
1228,CA-2017-126004,2017-12-04,2017-12-05,First Class,BM-11140,OFF-ST-10000676,United States,New York City,New York,10024.0,East,193.86,2026-08-04 15:34:05.274309,1,December,Q4,2017,False,False,Medium,16,11789.64,False
1229,CA-2018-100013,2018-11-06,2018-11-11,Standard Class,ZC-21910,OFF-EN-10001219,United States,Los Angeles,California,90045.0,West,15.28,2026-08-04 15:34:05.274309,5,November,Q4,2018,False,False,Low,31,8025.7,False
1230,CA-2018-100013,2018-11-06,2018-11-11,Standard Class,ZC-21910,FUR-FU-10001424,United States,Los Angeles,California,90045.0,West,8.73,2026-08-04 15:34:05.274309,5,November,Q4,2018,False,False,Low,31,8025.7,False
1231,CA-2018-100013,2018-11-06,2018-11-11,Standard Class,ZC-21910,OFF-AR-10001022,United States,Los Angeles,California,90045.0,West,5.68,2026-08-04 15:34:05.274309,5,November,Q4,2018,False,False,Low,31,8025.7,False
1232,CA-2016-132570,2016-10-31,2016-11-02,Second Class,KT-16480,OFF-AR-10000369,United States,Buffalo,New York,14215.0,East,2.78,2026-08-04 15:34:05.274309,2,October,Q4,2016,False,False,Low,13,4642.1,False
1233,CA-2016-132570,2016-10-31,2016-11-02,Second Class,KT-16480,OFF-EN-10003055,United States,Buffalo,New York,14215.0,East,79.96,2026-08-04 15:34:05.274309,2,October,Q4,2016,False,False,Low,13,4642.1,True
1234,CA-2017-153682,2017-05-30,2017-06-01,First Class,BG-11695,TEC-CO-10001046,United States,Cincinnati,Ohio,45231.0,East,839.99,2026-08-04 15:34:05.274309,2,May,Q2,2017,False,True,High,8,1874.18,False
1235,CA-2017-144344,2017-10-28,2017-10-28,Same Day,PG-18820,FUR-FU-10000076,United States,Boynton Beach,Florida,33437.0,South,47.95,2026-08-04 15:34:05.274309,0,October,Q4,2017,True,False,Low,26,3086.9,False
1236,CA-2017-144344,2017-10-28,2017-10-28,Same Day,PG-18820,OFF-BI-10003719,United States,Boynton Beach,Florida,33437.0,South,37.43,2026-08-04 15:34:05.274309,0,October,Q4,2017,True,False,Low,26,3086.9,False
1237,CA-2017-144344,2017-10-28,2017-10-28,Same Day,PG-18820,FUR-FU-10003268,United States,Boynton Beach,Florida,33437.0,South,63.97,2026-08-04 15:34:05.274309,0,October,Q4,2017,True,False,Low,26,3086.9,False
1238,CA-2017-144344,2017-10-28,2017-10-28,Same Day,PG-18820,FUR-FU-10003553,United States,Boynton Beach,Florida,33437.0,South,165.05,2026-08-04 15:34:05.274309,0,October,Q4,2017,True,False,Medium,26,3086.9,False
1239,CA-2015-127012,2015-08-11,2015-08-15,Standard Class,GM-14680,FUR-FU-10003691,United States,Seattle,Washington,98105.0,West,12.35,2026-08-04 15:34:05.274309,4,August,Q3,2015,False,False,Low,11,3163.63,False
1240,CA-2015-127012,2015-08-11,2015-08-15,Standard Class,GM-14680,OFF-AR-10003903,United States,Seattle,Washington,98105.0,West,40.97,2026-08-04 15:34:05.274309,4,August,Q3,2015,False,False,Low,11,3163.63,False
1241,CA-2015-127012,2015-08-11,2015-08-15,Standard Class,GM-14680,OFF-FA-10004854,United States,Seattle,Washington,98105.0,West,22.96,2026-08-04 15:34:05.274309,4,August,Q3,2015,False,False,Low,11,3163.63,False
1242,CA-2017-128727,2017-08-29,2017-09-04,Standard Class,MO-17800,TEC-PH-10003442,United States,New York City,New York,10024.0,East,22.0,2026-08-04 15:34:05.274309,6,August,Q3,2017,False,False,Low,11,1687.03,False
1243,US-2017-162859,2017-02-15,2017-02-22,Standard Class,PG-18820,OFF-BI-10004519,United States,New York City,New York,10009.0,East,398.35,2026-08-04 15:34:05.274309,7,February,Q1,2017,False,False,Medium,26,3086.9,False
1244,US-2017-162859,2017-02-15,2017-02-22,Standard Class,PG-18820,OFF-FA-10000304,United States,New York City,New York,10009.0,East,8.72,2026-08-04 15:34:05.274309,7,February,Q1,2017,False,False,Low,26,3086.9,False
1245,CA-2018-133641,2018-05-14,2018-05-21,Standard Class,EJ-14155,OFF-EN-10004955,United States,Gulfport,Mississippi,39503.0,South,48.69,2026-08-04 15:34:05.274309,7,May,Q2,2018,False,False,Low,8,2656.69,False
1246,CA-2015-168494,2015-12-12,2015-12-14,Second Class,NP-18700,FUR-TA-10004619,United States,Fresno,California,93727.0,West,764.69,2026-08-04 15:34:05.274309,2,December,Q4,2015,True,True,High,13,7903.18,False
1247,CA-2015-168494,2015-12-12,2015-12-14,Second Class,NP-18700,FUR-TA-10003473,United States,Fresno,California,93727.0,West,3610.85,2026-08-04 15:34:05.274309,2,December,Q4,2015,True,True,High,13,7903.18,False
1248,CA-2015-168494,2015-12-12,2015-12-14,Second Class,NP-18700,FUR-BO-10004467,United States,Fresno,California,93727.0,West,254.97,2026-08-04 15:34:05.274309,2,December,Q4,2015,True,False,Medium,13,7903.18,False
1249,CA-2018-115602,2018-12-18,2018-12-24,Standard Class,DJ-13630,OFF-AR-10002280,United States,New York City,New York,10009.0,East,38.82,2026-08-04 15:34:05.274309,6,December,Q4,2018,False,False,Low,8,3356.4,False
1250,CA-2018-115602,2018-12-18,2018-12-24,Standard Class,DJ-13630,FUR-CH-10001708,United States,New York City,New York,10009.0,East,1141.94,2026-08-04 15:34:05.274309,6,December,Q4,2018,False,True,High,8,3356.4,False
1251,CA-2018-115602,2018-12-18,2018-12-24,Standard Class,DJ-13630,OFF-AP-10000891,United States,New York City,New York,10009.0,East,1704.56,2026-08-04 15:34:05.274309,6,December,Q4,2018,False,True,High,8,3356.4,False
1252,CA-2018-115602,2018-12-18,2018-12-24,Standard Class,DJ-13630,OFF-AR-10000462,United States,New York City,New York,10009.0,East,3.2,2026-08-04 15:34:05.274309,6,December,Q4,2018,False,False,Low,8,3356.4,False
1253,CA-2016-154956,2016-07-04,2016-07-09,Standard Class,IM-15070,TEC-PH-10004165,United States,Milwaukee,Wisconsin,53209.0,Central,1099.96,2026-08-04 15:34:05.274309,5,July,Q3,2016,False,True,High,21,4930.49,False
1254,CA-2018-144638,2018-03-10,2018-03-14,Standard Class,MH-18115,OFF-AR-10003958,United States,Chester,Pennsylvania,19013.0,East,5.25,2026-08-04 15:34:05.274309,4,March,Q1,2018,True,False,Low,22,5503.09,False
1255,CA-2018-144638,2018-03-10,2018-03-14,Standard Class,MH-18115,TEC-PH-10000149,United States,Chester,Pennsylvania,19013.0,East,35.91,2026-08-04 15:34:05.274309,4,March,Q1,2018,True,False,Low,22,5503.09,False
1256,CA-2018-144638,2018-03-10,2018-03-14,Standard Class,MH-18115,FUR-FU-10003724,United States,Chester,Pennsylvania,19013.0,East,6.7,2026-08-04 15:34:05.274309,4,March,Q1,2018,True,False,Low,22,5503.09,False
1257,CA-2018-144638,2018-03-10,2018-03-14,Standard Class,MH-18115,FUR-FU-10003535,United States,Chester,Pennsylvania,19013.0,East,43.87,2026-08-04 15:34:05.274309,4,March,Q1,2018,True,False,Low,22,5503.09,False
1258,US-2017-168620,2017-12-24,2017-12-28,Second Class,RB-19795,OFF-BI-10001575,United States,Charlotte,North Carolina,28205.0,South,27.88,2026-08-04 15:34:05.274309,4,December,Q4,2017,True,False,Low,18,5633.31,False
1259,US-2017-168620,2017-12-24,2017-12-28,Second Class,RB-19795,OFF-ST-10003716,United States,Charlotte,North Carolina,28205.0,South,540.05,2026-08-04 15:34:05.274309,4,December,Q4,2017,True,True,High,18,5633.31,False
1260,US-2017-168620,2017-12-24,2017-12-28,Second Class,RB-19795,TEC-AC-10004469,United States,Charlotte,North Carolina,28205.0,South,255.68,2026-08-04 15:34:05.274309,4,December,Q4,2017,True,False,Medium,18,5633.31,False
1261,CA-2018-117079,2018-10-23,2018-10-27,Standard Class,JR-15700,TEC-PH-10004586,United States,Jacksonville,Florida,32216.0,South,863.88,2026-08-04 15:34:05.274309,4,October,Q4,2018,False,True,High,1,863.88,False
1262,US-2017-144393,2017-10-28,2017-11-04,Standard Class,SM-20950,OFF-BI-10004236,United States,Greenville,North Carolina,27834.0,South,17.62,2026-08-04 15:34:05.274309,7,October,Q4,2017,True,False,Low,20,4464.87,False
1263,CA-2018-105053,2018-07-07,2018-07-09,Second Class,CS-12355,OFF-BI-10001634,United States,Long Beach,New York,11561.0,East,17.47,2026-08-04 15:34:05.274309,2,July,Q3,2018,True,False,Low,22,3202.16,False
