payment_id,order_row_id,payment_method,payment_status,payment_date,transaction_reference,payment_amount,created_at
1429,1429,Net Banking,Completed,2016-10-31,TXN-00001429,29.8,2026-08-06 01:41:39.368897
1430,1430,Net Banking,Completed,2016-11-04,TXN-00001430,427.42,2026-08-06 01:41:39.368897
1431,1431,Cash,Completed,2018-11-27,TXN-00001431,220.75,2026-08-06 01:41:39.368897
1432,1432,Debit Card,Completed,2015-12-22,TXN-00001432,152.76,2026-08-06 01:41:39.368897
1433,1433,UPI,Completed,2015-12-23,TXN-00001433,7.27,2026-08-06 01:41:39.368897
1434,1434,Cash,Completed,2015-12-19,TXN-00001434,1819.86,2026-08-06 01:41:39.368897
1435,1435,Wallet,Completed,2017-12-29,TXN-00001435,33.9,2026-08-06 01:41:39.368897
1436,1436,Wallet,Completed,2018-06-20,TXN-00001436,31.1,2026-08-06 01:41:39.368897
1437,1437,Cash,Completed,2018-06-23,TXN-00001437,5.25,2026-08-06 01:41:39.368897
1438,1438,Net Banking,Completed,2016-10-17,TXN-00001438,263.88,2026-08-06 01:41:39.368897
1439,1439,Cash,Completed,2016-10-15,TXN-00001439,2453.43,2026-08-06 01:41:39.368897
1440,1440,Credit Card,Completed,2018-04-13,TXN-00001440,29.7,2026-08-06 01:41:39.368897
1441,1441,Wallet,Completed,2018-04-16,TXN-00001441,39.96,2026-08-06 01:41:39.368897
1442,1442,Debit Card,Completed,2018-12-19,TXN-00001442,36.67,2026-08-06 01:41:39.368897
1443,1443,Cash,Completed,2018-08-09,TXN-00001443,13.76,2026-08-06 01:41:39.368897
1444,1444,Net Banking,Completed,2016-10-03,TXN-00001444,139.42,2026-08-06 01:41:39.368897
1445,1445,Wallet,Completed,2017-05-26,TXN-00001445,1979.93,2026-08-06 01:41:39.368897
1446,1446,Wallet,Completed,2018-06-17,TXN-00001446,164.74,2026-08-06 01:41:39.368897
1447,1447,Net Banking,Completed,2018-06-17,TXN-00001447,470.3,2026-08-06 01:41:39.368897
1448,1448,Wallet,Completed,2018-06-13,TXN-00001448,47.98,2026-08-06 01:41:39.368897
1449,1449,Debit Card,Completed,2015-04-25,TXN-00001449,2.5,2026-08-06 01:41:39.368897
1450,1450,Credit Card,Completed,2016-05-03,TXN-00001450,88.75,2026-08-06 01:41:39.368897
1451,1451,Wallet,Completed,2016-07-23,TXN-00001451,2.03,2026-08-06 01:41:39.368897
1452,1452,Net Banking,Completed,2017-11-28,TXN-00001452,70.98,2026-08-06 01:41:39.368897
1453,1453,Wallet,Completed,2017-11-30,TXN-00001453,91.68,2026-08-06 01:41:39.368897
1454,1454,Cash,Completed,2017-11-26,TXN-00001454,33.75,2026-08-06 01:41:39.368897
1455,1455,Net Banking,Completed,2017-11-28,TXN-00001455,3040.0,2026-08-06 01:41:39.368897
1456,1456,Credit Card,Completed,2018-06-13,TXN-00001456,91.2,2026-08-06 01:41:39.368897
1457,1457,UPI,Completed,2018-06-14,TXN-00001457,452.94,2026-08-06 01:41:39.368897
1458,1458,Credit Card,Pending,2016-08-21,TXN-00001458,52.2,2026-08-06 01:41:39.368897
1459,1459,Net Banking,Completed,2017-09-26,TXN-00001459,15.94,2026-08-06 01:41:39.368897
1460,1460,Credit Card,Completed,2015-05-04,TXN-00001460,27.46,2026-08-06 01:41:39.368897
1461,1461,Net Banking,Completed,2016-12-03,TXN-00001461,55.42,2026-08-06 01:41:39.368897
1462,1462,Net Banking,Completed,2017-03-11,TXN-00001462,244.01,2026-08-06 01:41:39.368897
1463,1463,Debit Card,Completed,2017-08-26,TXN-00001463,159.98,2026-08-06 01:41:39.368897
1464,1464,Debit Card,Completed,2017-08-26,TXN-00001464,1024.72,2026-08-06 01:41:39.368897
1465,1465,Debit Card,Completed,2017-12-18,TXN-00001465,3.68,2026-08-06 01:41:39.368897
1466,1466,Debit Card,Completed,2015-08-09,TXN-00001466,121.38,2026-08-06 01:41:39.368897
1467,1467,Net Banking,Completed,2015-08-12,TXN-00001467,95.98,2026-08-06 01:41:39.368897
1468,1468,Debit Card,Completed,2016-05-16,TXN-00001468,255.97,2026-08-06 01:41:39.368897
1469,1469,Credit Card,Completed,2018-12-11,TXN-00001469,872.94,2026-08-06 01:41:39.368897
1470,1470,Credit Card,Completed,2018-12-10,TXN-00001470,41.54,2026-08-06 01:41:39.368897
1471,1471,Net Banking,Completed,2018-12-11,TXN-00001471,12.96,2026-08-06 01:41:39.368897
1472,1472,UPI,Completed,2016-09-24,TXN-00001472,6.85,2026-08-06 01:41:39.368897
1473,1473,Net Banking,Completed,2018-07-11,TXN-00001473,8.67,2026-08-06 01:41:39.368897
1474,1474,UPI,Completed,2016-12-03,TXN-00001474,6.69,2026-08-06 01:41:39.368897
1475,1475,Debit Card,Completed,2017-11-23,TXN-00001475,17.28,2026-08-06 01:41:39.368897
1476,1476,Net Banking,Completed,2017-11-21,TXN-00001476,17.71,2026-08-06 01:41:39.368897
1477,1477,UPI,Completed,2018-03-22,TXN-00001477,28.91,2026-08-06 01:41:39.368897
1478,1478,Cash,Completed,2017-11-15,TXN-00001478,52.14,2026-08-06 01:41:39.368897
1479,1479,Net Banking,Completed,2018-11-23,TXN-00001479,31.97,2026-08-06 01:41:39.368897
1480,1480,Cash,Pending,2017-12-05,TXN-00001480,25.92,2026-08-06 01:41:39.368897
1481,1481,Debit Card,Completed,2017-12-06,TXN-00001481,40.46,2026-08-06 01:41:39.368897
1482,1482,UPI,Pending,2017-12-05,TXN-00001482,33.87,2026-08-06 01:41:39.368897
1483,1483,Credit Card,Completed,2018-08-26,TXN-00001483,9.73,2026-08-06 01:41:39.368897
1484,1484,Net Banking,Completed,2018-08-27,TXN-00001484,3.42,2026-08-06 01:41:39.368897
1485,1485,Wallet,Completed,2017-10-16,TXN-00001485,177.0,2026-08-06 01:41:39.368897
1486,1486,Credit Card,Completed,2015-11-29,TXN-00001486,3.76,2026-08-06 01:41:39.368897
1487,1487,Wallet,Completed,2016-11-03,TXN-00001487,1212.85,2026-08-06 01:41:39.368897
1488,1488,UPI,Completed,2016-11-03,TXN-00001488,89.97,2026-08-06 01:41:39.368897
1489,1489,Wallet,Completed,2016-11-05,TXN-00001489,42.6,2026-08-06 01:41:39.368897
1490,1490,Credit Card,Completed,2015-12-03,TXN-00001490,5.04,2026-08-06 01:41:39.368897
1491,1491,UPI,Completed,2018-04-30,TXN-00001491,62.96,2026-08-06 01:41:39.368897
1492,1492,Debit Card,Completed,2018-11-25,TXN-00001492,5.88,2026-08-06 01:41:39.368897
1493,1493,Net Banking,Completed,2018-11-25,TXN-00001493,977.29,2026-08-06 01:41:39.368897
1494,1494,Debit Card,Completed,2018-11-01,TXN-00001494,9.64,2026-08-06 01:41:39.368897
1495,1495,Wallet,Completed,2015-12-21,TXN-00001495,40.05,2026-08-06 01:41:39.368897
1496,1496,Wallet,Completed,2018-09-04,TXN-00001496,10.19,2026-08-06 01:41:39.368897
1497,1497,Credit Card,Completed,2018-09-08,TXN-00001497,16.78,2026-08-06 01:41:39.368897
1498,1498,UPI,Completed,2018-09-06,TXN-00001498,13.12,2026-08-06 01:41:39.368897
1499,1499,UPI,Completed,2017-10-20,TXN-00001499,18.16,2026-08-06 01:41:39.368897
1500,1500,Credit Card,Completed,2018-11-16,TXN-00001500,16.06,2026-08-06 01:41:39.368897
1501,1501,UPI,Completed,2018-11-15,TXN-00001501,223.06,2026-08-06 01:41:39.368897
1502,1502,Credit Card,Completed,2018-11-12,TXN-00001502,540.05,2026-08-06 01:41:39.368897
1503,1503,Net Banking,Completed,2017-11-28,TXN-00001503,33.52,2026-08-06 01:41:39.368897
1504,1504,Wallet,Completed,2017-11-25,TXN-00001504,9.94,2026-08-06 01:41:39.368897
1505,1505,UPI,Completed,2016-08-02,TXN-00001505,6.72,2026-08-06 01:41:39.368897
1506,1506,Debit Card,Completed,2016-08-01,TXN-00001506,1004.98,2026-08-06 01:41:39.368897
1507,1507,Net Banking,Completed,2018-12-25,TXN-00001507,17.88,2026-08-06 01:41:39.368897
1508,1508,Credit Card,Pending,2017-09-20,TXN-00001508,396.0,2026-08-06 01:41:39.368897
1509,1509,Cash,Completed,2018-12-13,TXN-00001509,34.5,2026-08-06 01:41:39.368897
1510,1510,Net Banking,Pending,2018-09-12,TXN-00001510,8.36,2026-08-06 01:41:39.368897
1511,1511,Credit Card,Completed,2018-06-24,TXN-00001511,385.6,2026-08-06 01:41:39.368897
1512,1512,Debit Card,Completed,2018-06-25,TXN-00001512,35.82,2026-08-06 01:41:39.368897
1513,1513,UPI,Completed,2018-08-20,TXN-00001513,200.06,2026-08-06 01:41:39.368897
1514,1514,Credit Card,Completed,2018-08-21,TXN-00001514,21.38,2026-08-06 01:41:39.368897
1515,1515,Cash,Completed,2018-08-19,TXN-00001515,6.74,2026-08-06 01:41:39.368897
1516,1516,Net Banking,Completed,2018-12-13,TXN-00001516,63.69,2026-08-06 01:41:39.368897
1517,1517,Net Banking,Completed,2018-12-12,TXN-00001517,1669.6,2026-08-06 01:41:39.368897
1518,1518,Net Banking,Completed,2015-02-05,TXN-00001518,83.84,2026-08-06 01:41:39.368897
1519,1519,Cash,Completed,2015-02-03,TXN-00001519,13.27,2026-08-06 01:41:39.368897
1520,1520,Net Banking,Completed,2018-02-11,TXN-00001520,21.34,2026-08-06 01:41:39.368897
1521,1521,UPI,Completed,2018-04-19,TXN-00001521,16.52,2026-08-06 01:41:39.368897
1522,1522,Debit Card,Completed,2016-12-10,TXN-00001522,206.11,2026-08-06 01:41:39.368897
1523,1523,Debit Card,Completed,2016-12-10,TXN-00001523,19.92,2026-08-06 01:41:39.368897
1524,1524,UPI,Completed,2016-12-09,TXN-00001524,198.27,2026-08-06 01:41:39.368897
1525,1525,UPI,Completed,2016-12-06,TXN-00001525,247.1,2026-08-06 01:41:39.368897
1526,1526,Cash,Completed,2016-12-09,TXN-00001526,86.3,2026-08-06 01:41:39.368897
1527,1527,Wallet,Completed,2017-07-26,TXN-00001527,4.16,2026-08-06 01:41:39.368897
1528,1528,Wallet,Pending,2017-07-22,TXN-00001528,11.65,2026-08-06 01:41:39.368897
1529,1529,Wallet,Completed,2016-11-11,TXN-00001529,26.18,2026-08-06 01:41:39.368897
1530,1530,Cash,Completed,2016-11-08,TXN-00001530,7.3,2026-08-06 01:41:39.368897
1531,1531,Credit Card,Completed,2016-03-28,TXN-00001531,74.35,2026-08-06 01:41:39.368897
1532,1532,Debit Card,Completed,2018-09-03,TXN-00001532,10.74,2026-08-06 01:41:39.368897
1533,1533,UPI,Completed,2018-09-01,TXN-00001533,8.38,2026-08-06 01:41:39.368897
1534,1534,Cash,Completed,2017-12-08,TXN-00001534,212.88,2026-08-06 01:41:39.368897
1535,1535,UPI,Completed,2018-02-12,TXN-00001535,203.98,2026-08-06 01:41:39.368897
1536,1536,UPI,Completed,2017-10-30,TXN-00001536,40.74,2026-08-06 01:41:39.368897
1537,1537,Net Banking,Completed,2017-10-30,TXN-00001537,11.67,2026-08-06 01:41:39.368897
1538,1538,Wallet,Completed,2018-09-15,TXN-00001538,39.99,2026-08-06 01:41:39.368897
1539,1539,Cash,Completed,2018-09-19,TXN-00001539,16.28,2026-08-06 01:41:39.368897
1540,1540,Wallet,Completed,2018-09-15,TXN-00001540,782.94,2026-08-06 01:41:39.368897
1541,1541,Debit Card,Completed,2018-09-16,TXN-00001541,242.48,2026-08-06 01:41:39.368897
1542,1542,Debit Card,Completed,2015-03-14,TXN-00001542,8.32,2026-08-06 01:41:39.368897
1543,1543,Debit Card,Completed,2015-03-13,TXN-00001543,10.46,2026-08-06 01:41:39.368897
1544,1544,UPI,Completed,2015-02-08,TXN-00001544,82.9,2026-08-06 01:41:39.368897
1545,1545,Wallet,Completed,2015-02-04,TXN-00001545,34.24,2026-08-06 01:41:39.368897
1546,1546,UPI,Completed,2016-01-03,TXN-00001546,1573.49,2026-08-06 01:41:39.368897
1547,1547,Cash,Completed,2016-11-26,TXN-00001547,335.52,2026-08-06 01:41:39.368897
1548,1548,UPI,Completed,2016-11-23,TXN-00001548,23.91,2026-08-06 01:41:39.368897
1549,1549,UPI,Completed,2016-11-25,TXN-00001549,27.06,2026-08-06 01:41:39.368897
1550,1550,Debit Card,Completed,2015-07-06,TXN-00001550,559.99,2026-08-06 01:41:39.368897
1551,1551,Cash,Completed,2018-11-14,TXN-00001551,9.32,2026-08-06 01:41:39.368897
1552,1552,Net Banking,Completed,2017-06-21,TXN-00001552,111.96,2026-08-06 01:41:39.368897
1553,1553,Credit Card,Completed,2015-05-03,TXN-00001553,21.56,2026-08-06 01:41:39.368897
1554,1554,Cash,Completed,2018-10-16,TXN-00001554,124.75,2026-08-06 01:41:39.368897
1555,1555,Credit Card,Completed,2016-02-10,TXN-00001555,5.28,2026-08-06 01:41:39.368897
1556,1556,UPI,Completed,2018-09-08,TXN-00001556,91.96,2026-08-06 01:41:39.368897
1557,1557,Net Banking,Completed,2017-05-12,TXN-00001557,9.34,2026-08-06 01:41:39.368897
1558,1558,Cash,Completed,2017-05-13,TXN-00001558,79.36,2026-08-06 01:41:39.368897
1559,1559,UPI,Completed,2016-03-16,TXN-00001559,171.96,2026-08-06 01:41:39.368897
1560,1560,Net Banking,Completed,2017-04-12,TXN-00001560,35.35,2026-08-06 01:41:39.368897
1561,1561,Credit Card,Completed,2015-04-05,TXN-00001561,18.9,2026-08-06 01:41:39.368897
1562,1562,Wallet,Completed,2018-09-08,TXN-00001562,2.78,2026-08-06 01:41:39.368897
1563,1563,Debit Card,Completed,2018-07-04,TXN-00001563,1044.63,2026-08-06 01:41:39.368897
1564,1564,Credit Card,Completed,2016-11-13,TXN-00001564,11.35,2026-08-06 01:41:39.368897
1565,1565,Credit Card,Completed,2015-03-07,TXN-00001565,354.9,2026-08-06 01:41:39.368897
1566,1566,Debit Card,Completed,2016-03-22,TXN-00001566,453.58,2026-08-06 01:41:39.368897
1567,1567,Debit Card,Completed,2016-11-29,TXN-00001567,21.48,2026-08-06 01:41:39.368897
1568,1568,UPI,Completed,2016-12-01,TXN-00001568,8.78,2026-08-06 01:41:39.368897
1569,1569,Credit Card,Completed,2018-06-15,TXN-00001569,122.97,2026-08-06 01:41:39.368897
1570,1570,Net Banking,Completed,2018-11-30,TXN-00001570,12.84,2026-08-06 01:41:39.368897
1571,1571,Wallet,Completed,2015-11-24,TXN-00001571,603.92,2026-08-06 01:41:39.368897
1572,1572,Cash,Completed,2015-11-25,TXN-00001572,21.84,2026-08-06 01:41:39.368897
1573,1573,Credit Card,Completed,2015-11-26,TXN-00001573,29.99,2026-08-06 01:41:39.368897
1574,1574,UPI,Completed,2015-11-24,TXN-00001574,381.44,2026-08-06 01:41:39.368897
1575,1575,Debit Card,Completed,2015-12-15,TXN-00001575,40.68,2026-08-06 01:41:39.368897
1576,1576,Credit Card,Completed,2015-12-16,TXN-00001576,763.28,2026-08-06 01:41:39.368897
1577,1577,Debit Card,Completed,2017-04-23,TXN-00001577,23.95,2026-08-06 01:41:39.368897
1578,1578,Cash,Completed,2017-05-25,TXN-00001578,4.98,2026-08-06 01:41:39.368897
1579,1579,Cash,Completed,2017-03-03,TXN-00001579,170.88,2026-08-06 01:41:39.368897
1580,1580,UPI,Completed,2016-08-12,TXN-00001580,307.98,2026-08-06 01:41:39.368897
1581,1581,Net Banking,Completed,2016-08-13,TXN-00001581,382.81,2026-08-06 01:41:39.368897
1582,1582,Wallet,Completed,2016-08-09,TXN-00001582,41.96,2026-08-06 01:41:39.368897
1583,1583,Credit Card,Completed,2016-08-10,TXN-00001583,1217.57,2026-08-06 01:41:39.368897
1584,1584,UPI,Pending,2016-08-12,TXN-00001584,47.04,2026-08-06 01:41:39.368897
1585,1585,Wallet,Completed,2016-08-12,TXN-00001585,6.16,2026-08-06 01:41:39.368897
1586,1586,Credit Card,Completed,2016-08-11,TXN-00001586,979.95,2026-08-06 01:41:39.368897
1587,1587,Debit Card,Completed,2016-08-12,TXN-00001587,143.7,2026-08-06 01:41:39.368897
1588,1588,Wallet,Completed,2016-08-09,TXN-00001588,10.65,2026-08-06 01:41:39.368897
1589,1589,UPI,Completed,2016-08-09,TXN-00001589,247.8,2026-08-06 01:41:39.368897
1590,1590,Debit Card,Completed,2017-05-14,TXN-00001590,10.96,2026-08-06 01:41:39.368897
1591,1591,Cash,Completed,2017-04-15,TXN-00001591,33.49,2026-08-06 01:41:39.368897
1592,1592,Net Banking,Completed,2017-04-18,TXN-00001592,8.04,2026-08-06 01:41:39.368897
1593,1593,Debit Card,Completed,2016-06-25,TXN-00001593,201.57,2026-08-06 01:41:39.368897
1594,1594,Cash,Completed,2015-10-20,TXN-00001594,13.44,2026-08-06 01:41:39.368897
1595,1595,Wallet,Completed,2016-03-27,TXN-00001595,359.06,2026-08-06 01:41:39.368897
1596,1596,Debit Card,Completed,2018-05-10,TXN-00001596,47.99,2026-08-06 01:41:39.368897
1597,1597,Wallet,Completed,2018-10-16,TXN-00001597,547.3,2026-08-06 01:41:39.368897
1598,1598,Credit Card,Completed,2018-11-22,TXN-00001598,16.9,2026-08-06 01:41:39.368897
1599,1599,Cash,Completed,2018-11-19,TXN-00001599,6.67,2026-08-06 01:41:39.368897
1600,1600,Wallet,Completed,2018-11-19,TXN-00001600,99.14,2026-08-06 01:41:39.368897
1601,1601,Credit Card,Completed,2018-11-21,TXN-00001601,15.99,2026-08-06 01:41:39.368897
1602,1602,Cash,Completed,2017-05-08,TXN-00001602,211.96,2026-08-06 01:41:39.368897
1603,1603,Cash,Completed,2017-12-14,TXN-00001603,6.67,2026-08-06 01:41:39.368897
1604,1604,Debit Card,Completed,2018-12-04,TXN-00001604,155.94,2026-08-06 01:41:39.368897
1605,1605,Net Banking,Completed,2017-04-22,TXN-00001605,39.96,2026-08-06 01:41:39.368897
1606,1606,Net Banking,Completed,2017-04-19,TXN-00001606,5.46,2026-08-06 01:41:39.368897
1607,1607,Wallet,Completed,2017-04-21,TXN-00001607,73.2,2026-08-06 01:41:39.368897
1608,1608,Wallet,Completed,2017-04-21,TXN-00001608,5.84,2026-08-06 01:41:39.368897
1609,1609,Net Banking,Completed,2017-04-19,TXN-00001609,22.72,2026-08-06 01:41:39.368897
1610,1610,Debit Card,Completed,2017-04-20,TXN-00001610,9.34,2026-08-06 01:41:39.368897
1611,1611,Net Banking,Completed,2015-05-26,TXN-00001611,290.67,2026-08-06 01:41:39.368897
1612,1612,Debit Card,Completed,2015-05-30,TXN-00001612,201.58,2026-08-06 01:41:39.368897
1613,1613,Wallet,Completed,2015-05-30,TXN-00001613,83.98,2026-08-06 01:41:39.368897
1614,1614,Wallet,Completed,2018-12-24,TXN-00001614,1000.02,2026-08-06 01:41:39.368897
1615,1615,Cash,Completed,2017-03-17,TXN-00001615,83.98,2026-08-06 01:41:39.368897
1616,1616,Credit Card,Completed,2016-08-13,TXN-00001616,3.75,2026-08-06 01:41:39.368897
1617,1617,Net Banking,Completed,2016-08-14,TXN-00001617,41.4,2026-08-06 01:41:39.368897
1618,1618,UPI,Completed,2016-08-14,TXN-00001618,29.79,2026-08-06 01:41:39.368897
1619,1619,Cash,Completed,2017-09-10,TXN-00001619,59.48,2026-08-06 01:41:39.368897
1620,1620,Wallet,Completed,2017-09-14,TXN-00001620,6.69,2026-08-06 01:41:39.368897
1621,1621,UPI,Completed,2018-07-12,TXN-00001621,198.46,2026-08-06 01:41:39.368897
1622,1622,Cash,Pending,2018-07-08,TXN-00001622,786.48,2026-08-06 01:41:39.368897
1623,1623,Debit Card,Pending,2018-07-11,TXN-00001623,23.17,2026-08-06 01:41:39.368897
1624,1624,Wallet,Completed,2018-07-11,TXN-00001624,50.0,2026-08-06 01:41:39.368897
1625,1625,Net Banking,Completed,2016-12-23,TXN-00001625,675.96,2026-08-06 01:41:39.368897
1626,1626,Debit Card,Completed,2016-12-19,TXN-00001626,1265.85,2026-08-06 01:41:39.368897
1627,1627,Cash,Completed,2016-11-17,TXN-00001627,523.25,2026-08-06 01:41:39.368897
1628,1628,UPI,Completed,2016-09-28,TXN-00001628,517.5,2026-08-06 01:41:39.368897
1629,1629,Credit Card,Completed,2018-06-23,TXN-00001629,17.92,2026-08-06 01:41:39.368897
1630,1630,Debit Card,Completed,2018-06-23,TXN-00001630,41.26,2026-08-06 01:41:39.368897
1631,1631,Credit Card,Completed,2017-05-10,TXN-00001631,1006.06,2026-08-06 01:41:39.368897
1632,1632,Cash,Completed,2017-05-10,TXN-00001632,10.69,2026-08-06 01:41:39.368897
1633,1633,Cash,Completed,2017-05-10,TXN-00001633,10.37,2026-08-06 01:41:39.368897
1634,1634,Credit Card,Completed,2017-05-10,TXN-00001634,25.12,2026-08-06 01:41:39.368897
1635,1635,Wallet,Completed,2017-05-10,TXN-00001635,58.11,2026-08-06 01:41:39.368897
1636,1636,Cash,Completed,2015-11-28,TXN-00001636,15.55,2026-08-06 01:41:39.368897
1637,1637,Cash,Completed,2015-11-29,TXN-00001637,669.08,2026-08-06 01:41:39.368897
1638,1638,Wallet,Completed,2015-11-30,TXN-00001638,438.34,2026-08-06 01:41:39.368897
1639,1639,Credit Card,Pending,2017-05-30,TXN-00001639,19.44,2026-08-06 01:41:39.368897
1640,1640,Debit Card,Completed,2017-05-28,TXN-00001640,9.64,2026-08-06 01:41:39.368897
1641,1641,UPI,Completed,2017-05-26,TXN-00001641,12.7,2026-08-06 01:41:39.368897
1642,1642,Credit Card,Completed,2017-05-26,TXN-00001642,41.37,2026-08-06 01:41:39.368897
1643,1643,Credit Card,Completed,2015-12-01,TXN-00001643,12.62,2026-08-06 01:41:39.368897
1644,1644,UPI,Completed,2016-03-23,TXN-00001644,1247.64,2026-08-06 01:41:39.368897
1645,1645,UPI,Completed,2016-03-23,TXN-00001645,3149.93,2026-08-06 01:41:39.368897
1646,1646,Debit Card,Completed,2016-03-19,TXN-00001646,209.7,2026-08-06 01:41:39.368897
1647,1647,Cash,Completed,2016-11-02,TXN-00001647,35.36,2026-08-06 01:41:39.368897
1648,1648,Wallet,Completed,2016-11-02,TXN-00001648,3.17,2026-08-06 01:41:39.368897
1649,1649,Net Banking,Completed,2016-09-26,TXN-00001649,121.1,2026-08-06 01:41:39.368897
1650,1650,Wallet,Completed,2016-09-30,TXN-00001650,45.89,2026-08-06 01:41:39.368897
1651,1651,Credit Card,Completed,2015-09-02,TXN-00001651,109.92,2026-08-06 01:41:39.368897
1652,1652,Wallet,Completed,2015-08-31,TXN-00001652,13.36,2026-08-06 01:41:39.368897
1653,1653,UPI,Completed,2018-11-22,TXN-00001653,169.68,2026-08-06 01:41:39.368897
1654,1654,Cash,Completed,2018-11-21,TXN-00001654,132.52,2026-08-06 01:41:39.368897
1655,1655,Net Banking,Completed,2018-11-19,TXN-00001655,2.96,2026-08-06 01:41:39.368897
1656,1656,Cash,Completed,2018-11-19,TXN-00001656,8.45,2026-08-06 01:41:39.368897
1657,1657,Credit Card,Completed,2018-11-19,TXN-00001657,95.94,2026-08-06 01:41:39.368897
1658,1658,Wallet,Completed,2015-05-14,TXN-00001658,34.79,2026-08-06 01:41:39.368897
1659,1659,UPI,Completed,2018-01-21,TXN-00001659,160.78,2026-08-06 01:41:39.368897
1660,1660,Debit Card,Completed,2018-10-30,TXN-00001660,88.75,2026-08-06 01:41:39.368897
1661,1661,Wallet,Completed,2018-10-31,TXN-00001661,13.9,2026-08-06 01:41:39.368897
1662,1662,Cash,Completed,2018-05-01,TXN-00001662,677.58,2026-08-06 01:41:39.368897
1663,1663,Debit Card,Completed,2018-05-01,TXN-00001663,13.9,2026-08-06 01:41:39.368897
1664,1664,Net Banking,Completed,2017-11-26,TXN-00001664,41.92,2026-08-06 01:41:39.368897
1665,1665,Net Banking,Completed,2017-11-28,TXN-00001665,297.58,2026-08-06 01:41:39.368897
1666,1666,Net Banking,Completed,2017-11-28,TXN-00001666,4.34,2026-08-06 01:41:39.368897
1667,1667,Debit Card,Completed,2017-11-27,TXN-00001667,94.99,2026-08-06 01:41:39.368897
1668,1668,UPI,Completed,2017-11-27,TXN-00001668,74.35,2026-08-06 01:41:39.368897
1669,1669,Cash,Completed,2017-11-26,TXN-00001669,14.04,2026-08-06 01:41:39.368897
1670,1670,Debit Card,Completed,2016-01-11,TXN-00001670,1018.1,2026-08-06 01:41:39.368897
1671,1671,Debit Card,Completed,2018-10-22,TXN-00001671,16.68,2026-08-06 01:41:39.368897
1672,1672,Net Banking,Completed,2017-03-24,TXN-00001672,58.58,2026-08-06 01:41:39.368897
1673,1673,Debit Card,Completed,2018-07-06,TXN-00001673,167.97,2026-08-06 01:41:39.368897
1674,1674,UPI,Completed,2016-12-14,TXN-00001674,196.62,2026-08-06 01:41:39.368897
1675,1675,Credit Card,Completed,2016-09-18,TXN-00001675,21.94,2026-08-06 01:41:39.368897
1676,1676,Wallet,Completed,2016-09-18,TXN-00001676,6.59,2026-08-06 01:41:39.368897
1677,1677,Wallet,Completed,2017-05-20,TXN-00001677,104.28,2026-08-06 01:41:39.368897
1678,1678,Credit Card,Completed,2017-05-21,TXN-00001678,17.94,2026-08-06 01:41:39.368897
1679,1679,Cash,Completed,2015-09-11,TXN-00001679,64.78,2026-08-06 01:41:39.368897
1680,1680,Net Banking,Completed,2015-09-10,TXN-00001680,32.38,2026-08-06 01:41:39.368897
1681,1681,Cash,Completed,2015-09-08,TXN-00001681,42.37,2026-08-06 01:41:39.368897
1682,1682,Cash,Completed,2015-09-07,TXN-00001682,399.54,2026-08-06 01:41:39.368897
1683,1683,UPI,Completed,2017-10-01,TXN-00001683,18.97,2026-08-06 01:41:39.368897
1684,1684,Credit Card,Completed,2017-11-10,TXN-00001684,14.82,2026-08-06 01:41:39.368897
1685,1685,Debit Card,Completed,2018-04-24,TXN-00001685,99.28,2026-08-06 01:41:39.368897
1686,1686,Wallet,Completed,2018-04-27,TXN-00001686,1.19,2026-08-06 01:41:39.368897
1687,1687,Net Banking,Completed,2018-04-24,TXN-00001687,7.52,2026-08-06 01:41:39.368897
1688,1688,Wallet,Completed,2018-12-10,TXN-00001688,10.37,2026-08-06 01:41:39.368897
1689,1689,Wallet,Completed,2018-12-10,TXN-00001689,310.88,2026-08-06 01:41:39.368897
1690,1690,Debit Card,Completed,2015-08-16,TXN-00001690,853.09,2026-08-06 01:41:39.368897
1691,1691,Wallet,Completed,2018-12-13,TXN-00001691,33.45,2026-08-06 01:41:39.368897
1692,1692,Credit Card,Completed,2018-12-09,TXN-00001692,10.4,2026-08-06 01:41:39.368897
1693,1693,Wallet,Completed,2017-03-14,TXN-00001693,21.88,2026-08-06 01:41:39.368897
1694,1694,Wallet,Completed,2017-06-27,TXN-00001694,13.62,2026-08-06 01:41:39.368897
1695,1695,Wallet,Completed,2016-09-27,TXN-00001695,63.96,2026-08-06 01:41:39.368897
1696,1696,Debit Card,Completed,2016-09-28,TXN-00001696,14.46,2026-08-06 01:41:39.368897
1697,1697,UPI,Completed,2016-09-27,TXN-00001697,104.98,2026-08-06 01:41:39.368897
1698,1698,Wallet,Completed,2016-12-29,TXN-00001698,106.96,2026-08-06 01:41:39.368897
1699,1699,Cash,Completed,2016-12-31,TXN-00001699,21.56,2026-08-06 01:41:39.368897
1700,1700,Debit Card,Completed,2015-06-06,TXN-00001700,515.88,2026-08-06 01:41:39.368897
1701,1701,Net Banking,Completed,2016-07-14,TXN-00001701,11.81,2026-08-06 01:41:39.368897
1702,1702,Debit Card,Completed,2016-07-15,TXN-00001702,1931.04,2026-08-06 01:41:39.368897
1703,1703,Cash,Completed,2016-07-13,TXN-00001703,9.96,2026-08-06 01:41:39.368897
1704,1704,Cash,Completed,2015-02-03,TXN-00001704,12.35,2026-08-06 01:41:39.368897
1705,1705,Debit Card,Completed,2017-03-10,TXN-00001705,9.7,2026-08-06 01:41:39.368897
